Country,Province1,Province2,PeopleNumber
US,Wisconsin,Langlade,19095
US,Wisconsin,Lincoln,27433
US,Wisconsin,Manitowoc,78913
US,Wisconsin,Marathon,136234
US,Wisconsin,Marinette,40246
US,Wisconsin,Marquette,15886
US,Wisconsin,Menominee,4478
US,Wisconsin,Milwaukee,943240
US,Wisconsin,Monroe,46477
US,Wisconsin,Oconto,38142
US,Wisconsin,Oneida,35897
US,Wisconsin,Outagamie,189897
US,Wisconsin,Ozaukee,89545
US,Wisconsin,Pepin,7253
US,Wisconsin,Pierce,43078
US,Wisconsin,Polk,44213
US,Wisconsin,Portage,70616
US,Wisconsin,Price,13339
US,Wisconsin,Racine,196219
US,Wisconsin,Richland,16962
US,Wisconsin,Rock,164314
US,Wisconsin,Rusk,14314
US,Wisconsin,Sauk,64690
US,Wisconsin,Sawyer,16746
US,Wisconsin,Shawano,41155
US,Wisconsin,Sheboygan,115554
US,Wisconsin,St. Croix,92685
US,Wisconsin,Taylor,20301
US,Wisconsin,Trempealeau,29959
US,Wisconsin,Unassigned,0
US,Wisconsin,Vernon,30922
US,Wisconsin,Vilas,22729
US,Wisconsin,Walworth,104504
US,Wisconsin,Washburn,15486
US,Wisconsin,Washington,137212
US,Wisconsin,Waukesha,407550
US,Wisconsin,Waupaca,50710
US,Wisconsin,Waushara,24795
US,Wisconsin,Winnebago,173965
US,Wisconsin,Wood,73089
US,Wuhan Evacuee,Unassigned,0
US,Wyoming,Albany,39184
US,Wyoming,Big Horn,11616
US,Wyoming,Campbell,46425
US,Wyoming,Carbon,14642
US,Wyoming,Converse,14150
US,Wyoming,Crook,7862
US,Wyoming,Fremont,38661
US,Wyoming,Goshen,13049
US,Wyoming,Hot Springs,4103
US,Wyoming,Johnson,8443
US,Wyoming,Laramie,100770
US,Wyoming,Lincoln,20600
US,Wyoming,Natrona,81224
US,Wyoming,Niobrara,2268
US,Wyoming,Park,29162
US,Wyoming,Platte,8147
US,Wyoming,Sheridan,31017
US,Wyoming,Sublette,9897
US,Wyoming,Sweetwater,41313
US,Wyoming,Teton,23854
US,Wyoming,Uinta,20094
US,Wyoming,Unassigned,0
US,Wyoming,Washakie,7661
US,Wyoming,Weston,6933
Australia,NULL,NULL,25674400
Australia,Australian Capital Territory,NULL,431500
Australia,External territories,NULL,0
Australia,Jervis Bay Territory,NULL,611
Australia,New South Wales,NULL,8172505
Australia,Northern Territory,NULL,246600
Australia,Queensland,NULL,5194900
Australia,South Australia,NULL,1770800
Australia,Tasmania,NULL,541500
Australia,Victoria,NULL,6661700
Australia,Western Australia,NULL,2670200
Austria,NULL,NULL,9006398
Belgium,NULL,NULL,11521238
Belgium,Antwerp,NULL,1875524
Belgium,Brussels,NULL,1219970
Belgium,East Flanders,NULL,1531745
Belgium,Flemish Brabant,NULL,1162084
Belgium,Hainaut,NULL,1345947
Belgium,Liege,  ,1109067
Belgium,Limburg,NULL,880397
Belgium,Luxembourg,NULL,288722
Belgium,Namur,NULL,497073
Belgium,Unknown,NULL,0
Belgium,Walloon Brabant,NULL,407397
Belgium,West Flanders,NULL,1203312
Canada,NULL,NULL,38131104
Canada,Alberta,NULL,4444277
Canada,British Columbia,NULL,5174724
Canada,Diamond Princess,NULL,0
Canada,Grand Princess,NULL,0
Canada,Manitoba,NULL,1382904
Canada,New Brunswick,NULL,783721
Canada,Newfoundland and Labrador,NULL,520286
Canada,Northwest Territories,NULL,44991
Canada,Nova Scotia,NULL,982326
Canada,Nunavut,NULL,39536
Canada,Ontario,NULL,14789778
Canada,Prince Edward Island,NULL,160536
Canada,Quebec,NULL,8585523
Canada,Recovered,NULL,0
Canada,Repatriated Travellers,NULL,0
Canada,Saskatchewan,NULL,1179906
Canada,Yukon,NULL,42596
Chile,NULL,NULL,19458310
Chile,Antofagasta,NULL,691854
Chile,Araucania,NULL,913833
Chile,Arica y Parinacota,NULL,252110
Chile,Atacama,NULL,314709
Chile,Aysen,NULL,107297
Chile,Biobio,NULL,1663696
Chile,Coquimbo,NULL,836096
Chile,Los Lagos,NULL,891440
Chile,Los Rios,NULL,405835
Chile,Magallanes,NULL,178362
Chile,Maule,NULL,1131939
Chile,Metropolitana,NULL,8125072
Chile,Nuble,NULL,511551
Chile,OHiggins,NULL,991063
Chile,Tarapaca,NULL,382773
Chile,Unknown,NULL,0
Chile,Valparaiso,NULL,1960170
China,NULL,NULL,1419993000
China,Beijing,NULL,21893095
China,Chongqing,NULL,32054159
China,Fujian,NULL,41540086
China,Gansu,NULL,25019831
China,Guangdong,NULL,126012510
China,Guangxi,NULL,50126804
China,Guizhou,NULL,38562148
China,Hainan,NULL,10081232
China,Hebei,NULL,74610235
China,Heilongjiang,NULL,31850088
China,Henan,NULL,99365519
China,Hong Kong,NULL,7474200
China,Hubei,NULL,57752557
China,Hunan,NULL,66444864
China,Inner Mongolia,NULL,24049155
China,Jiangsu,NULL,84748016
China,Jiangxi,NULL,45188635
China,Jilin,NULL,24073453
China,Liaoning,NULL,42591407
China,Macau,NULL,683218
China,Ningxia,NULL,7165292
China,Qinghai,NULL,5923957
China,Shaanxi,NULL,34915616
China,Shandong,NULL,101527453
China,Shanghai,NULL,24870895
China,Shanxi,NULL,34915616
China,Sichuan,NULL,83674866
China,Tianjin,NULL,13866009
China,Tibet,NULL,3648100
China,Xinjiang,NULL,25852345
China,Yunnan,NULL,47209277
China,Zhejiang,NULL,64567588
Colombia,NULL,NULL,50372424
Colombia,Amazonas,NULL,79020
Colombia,Antioquia,NULL,6677930
Colombia,Arauca,NULL,294206
Colombia,Atlantico,NULL,2722128
Colombia,Bolivar,NULL,2180976
Colombia,Boyaca,NULL,1242731
Colombia,Caldas,NULL,1018453
Colombia,Capital District,NULL,7743955
Colombia,Caqueta,NULL,410521
Colombia,Casanare,NULL,435195
Colombia,Cauca,NULL,1491937
Colombia,Cesar,NULL,1295387
Colombia,Choco,NULL,544764
Colombia,Cordoba,NULL,1828947
Colombia,Cundinamarca,NULL,3242999
Colombia,Guainia,NULL,50636
Colombia,Guaviare,NULL,86657
Colombia,Huila,NULL,1122622
Colombia,La Guajira,NULL,965718
Colombia,Magdalena,NULL,1427026
Colombia,Meta,NULL,1063454
Colombia,Narino,NULL,1627589
Colombia,Norte de Santander,NULL,1620318
Colombia,Putumayo,NULL,359127
Colombia,Quindio,NULL,555401
Colombia,Risaralda,NULL,961055
Colombia,San Andres y Providencia,NULL,63692
Colombia,Santander,NULL,2280908
Colombia,Sucre,NULL,949252
Colombia,Tolima,NULL,1339998
Colombia,Unknown,NULL,0
Colombia,Valle del Cauca,NULL,4532152
Colombia,Vaupes,NULL,44712
Colombia,Vichada,NULL,112958
Costa Rica,NULL,NULL,5094118
Denmark,NULL,NULL,5792202
Denmark,Faroe Islands,NULL,49049
Denmark,Greenland,NULL,56877
Estonia,NULL,NULL,1326535
Finland,NULL,NULL,5540720
France,NULL,NULL,65249843
France,French Guiana,NULL,260000
France,French Polynesia,NULL,259596
France,Guadeloupe,NULL,400020
France,Martinique,NULL,374729
France,Mayotte,NULL,279471
France,New Caledonia,NULL,232258
France,Reunion,NULL,901822
France,Saint Barthelemy,NULL,9793
France,Saint Pierre and Miquelon,NULL,7012
France,St Martin,NULL,33102
France,Wallis and Futuna,NULL,15500
Germany,NULL,NULL,83166711
Germany,Baden-Wurttemberg,NULL,11100394
Germany,Bayern,NULL,13124737
Germany,Berlin,NULL,3669491
Germany,Brandenburg,NULL,2521893
Germany,Bremen,NULL,681202
Germany,Hamburg,NULL,1847253
Germany,Hessen,NULL,6288080
Germany,Mecklenburg-Vorpommern,NULL,1608138
Germany,Niedersachsen,NULL,7993608
Germany,Nordrhein-Westfalen,NULL,17947221
Germany,Rheinland-Pfalz,NULL,4093903
Germany,Saarland,NULL,986887
Germany,Sachsen,NULL,4071971
Germany,Sachsen-Anhalt,NULL,2194782
Germany,Schleswig-Holstein,NULL,2903773
Germany,Thuringen,NULL,2133378
Germany,Unknown,NULL,0
Greece,NULL,NULL,10423054
Iceland,NULL,NULL,341243
Ireland,NULL,NULL,4937786
Israel,NULL,NULL,8655535
Italy,NULL,NULL,60461826
Italy,Abruzzo,NULL,1286787
Italy,Basilicata,NULL,562869
Italy,Calabria,NULL,1951927
Italy,Campania,NULL,5788773
Italy,Emilia-Romagna,NULL,4459477
Italy,Friuli Venezia Giulia,NULL,1215044
Italy,Lazio,NULL,5881629
Italy,Liguria,NULL,1552545
Italy,Lombardia,NULL,10067494
Italy,Marche,NULL,1528210
Italy,Molise,NULL,320907
Italy,P.A. Bolzano,NULL,511750
Italy,P.A. Trento,NULL,524826
Italy,Piemonte,NULL,4356406
Italy,Puglia,NULL,4031185
Italy,Sardegna,NULL,1632892
Italy,Sicilia,NULL,4969147
Italy,Toscana,NULL,3742897
Italy,Umbria,NULL,882739
Italy,Valle d`Aosta,NULL,125666
Italy,Veneto,NULL,4907159
Hungary,NULL,NULL,9634386
Japan,NULL,NULL,126476461
Japan,Aichi,NULL,7524185
Japan,Akita,NULL,320069
Japan,Aomori,NULL,298394
Japan,Chiba,NULL,919729
Japan,Ehime,NULL,1325924
Japan,Fukui,NULL,259748
Japan,Fukuoka,NULL,1603043
Japan,Fukushima,NULL,1808992
Japan,Gifu,NULL,401428
Japan,Gunma,NULL,1917157
Japan,Hiroshima,NULL,1143841
Japan,Hokkaido,NULL,5207185
Japan,Hyogo,NULL,5449952
Japan,Ibaraki,NULL,2843788
Japan,Ishikawa,NULL,1129362
Japan,Iwate,NULL,12039
Japan,Kagawa,NULL,945129
Japan,Kagoshima,NULL,555352
Japan,Kanagawa,NULL,9246624
Japan,Kochi,NULL,684153
Japan,Kumamoto,NULL,680423
Japan,Kyoto,NULL,1459640
Japan,Mie,NULL,1768632
Japan,Miyagi,NULL,2284810
Japan,Miyazaki,NULL,401039
Japan,Nagano,NULL,366726
Japan,Nagasaki,NULL,1299804
Japan,Nara,NULL,352198
Japan,Niigata,NULL,2183329
Japan,Oita,NULL,448907
Japan,Okayama,NULL,718912
Japan,Okinawa,NULL,1458471
Japan,Osaka,NULL,2592413
Japan,Port Quarantine,NULL,0
Japan,Saga,NULL,804931
Japan,Saitama,NULL,7344549
Japan,Shiga,NULL,1410299
Japan,Shimane,NULL,667079
Japan,Shizuoka,NULL,3615430
Japan,Tochigi,NULL,153160
Japan,Tokushima,NULL,254510
Japan,Tokyo,NULL,8336599
Japan,Tottori,NULL,187762
Japan,Toyama,NULL,412533
Japan,Unknown,NULL,0
Japan,Wakayama,NULL,355454
Japan,Yamagata,NULL,246644
Japan,Yamaguchi,NULL,1333297
Japan,Yamanashi,NULL,802526
Lithuania,NULL,NULL,2722289
Luxembourg,NULL,NULL,625978
Mexico,NULL,NULL,126014024
Mexico,Aguascalientes,NULL,1425607
Mexico,Baja California,NULL,3769020
Mexico,Baja California Sur,NULL,798447
Mexico,Campeche,NULL,928363
Mexico,Chiapas,NULL,5543828
Mexico,Chihuahua,NULL,3741869
Mexico,Ciudad de Mexico,NULL,9209944
Mexico,Coahuila,NULL,3146771
Mexico,Colima,NULL,731391
Mexico,Durango,NULL,1831650
Mexico,Guanajuato,NULL,6166934
Mexico,Guerrero,NULL,3540685
Mexico,Hidalgo,NULL,3082841
Mexico,Jalisco,NULL,8348151
Mexico,Mexico,NULL,16992418
Mexico,Michoacan,NULL,4748846
Mexico,Morelos,NULL,1971520
Mexico,Nayarit,NULL,1235456
Mexico,Nuevo Leon,NULL,5784442
Mexico,Oaxaca,NULL,4132148
Mexico,Puebla,NULL,6583278
Mexico,Queretaro,NULL,2368467
Mexico,Quintana Roo,NULL,1857985
Mexico,San Luis Potosi,NULL,2822255
Mexico,Sinaloa,NULL,3026943
Mexico,Sonora,NULL,2955840
Mexico,Tabasco,NULL,2402598
Mexico,Tamaulipas,NULL,3527735
Mexico,Tlaxcala,NULL,1342977
Mexico,Unknown,NULL,0
Mexico,Veracruz,NULL,8062579
Mexico,Yucatan,NULL,2320898
Mexico,Zacatecas,NULL,1622138
Netherlands,NULL,NULL,17694314
Netherlands,Aruba,NULL,104822
Netherlands,Bonaire_ Sint Eustatius and Saba,NULL,20104
Netherlands,Curacao,NULL,158665
Netherlands,Drenthe,NULL,493682
Netherlands,Flevoland,NULL,423021
Netherlands,Friesland,NULL,649957
Netherlands,Gelderland,NULL,2085952
Netherlands,Groningen,NULL,585866
Netherlands,Limburg,NULL,1117201
Netherlands,Noord-Brabant,NULL,2562955
Netherlands,Noord-Holland,NULL,2879527
Netherlands,Overijssel,NULL,1162406
Netherlands,Sint Maarten,NULL,3138
Netherlands,Unknown,NULL,0
Netherlands,Utrecht,NULL,1354834
Netherlands,Zeeland,NULL,383488
Netherlands,Zuid-Holland,NULL,3708696
New Zealand,NULL,NULL,4822233
New Zealand,Cook Islands,NULL,17565
Norway,NULL,NULL,5421241
Poland,NULL,NULL,37846611
Portugal,NULL,NULL,10196709
Slovakia,NULL,NULL,5459642
Slovenia,NULL,NULL,2078938
South Korea,NULL,NULL,51269185
Spain,NULL,NULL,47450795
Spain,Andalusia,NULL,8464411
Spain,Aragon,NULL,1329391
Spain,Asturias,NULL,1018784
Spain,Baleares,NULL,1171543
Spain,C. Valenciana,NULL,5057353
Spain,Canarias,NULL,2175952
Spain,Cantabria,NULL,582905
Spain,Castilla - La Mancha,NULL,2045221
Spain,Castilla y Leon,NULL,2394918
Spain,Catalonia,NULL,7780479
Spain,Ceuta,NULL,84202
Spain,Extremadura,NULL,1063987
Spain,Galicia,NULL,2701819
Spain,La Rioja,NULL,319914
Spain,Madrid,NULL,6779888
Spain,Melilla,NULL,87076
Spain,Murcia,NULL,1511251
Spain,Navarra,NULL,661197
Spain,Pais Vasco,NULL,2220504
Spain,Unknown,NULL,0
Sweden,NULL,NULL,10379295
Sweden,Blekinge,NULL,159056
Sweden,Dalarna,NULL,287676
Sweden,Gavleborg,NULL,287502
Sweden,Gotland,NULL,60124
Sweden,Halland,NULL,336748
Sweden,Jamtland Harjedalen,NULL,131155
Sweden,Jonkoping,NULL,365010
Sweden,Kalmar,NULL,246010
Sweden,Kronoberg,NULL,202263
Sweden,Norrbotten,NULL,249614
Sweden,Orebro,NULL,305643
Sweden,Ostergotland,NULL,467158
Sweden,Skane,NULL,1389336
Sweden,Sormland,NULL,299401
Sweden,Stockholm,NULL,2391990
Sweden,Uppsala,NULL,388394
Sweden,Varmland,NULL,282885
Sweden,Vasterbotten,NULL,273192
Sweden,Vasternorrland,NULL,244554
Sweden,Vastmanland,NULL,277141
Sweden,Vastra Gotaland,NULL,1734443
Switzerland,NULL,NULL,8716870
Taiwan,NULL,NULL,23855858
Turkey,NULL,NULL,84339067
United Kingdom,NULL,NULL,67886011
United Kingdom,Anguilla,NULL,13477
United Kingdom,Bermuda,NULL,66163
United Kingdom,British Virgin Islands,NULL,22000
United Kingdom,Cayman Islands,NULL,57800
United Kingdom,Channel Islands,NULL,158000
United Kingdom,England,NULL,56286961
United Kingdom,Falkland Islands (Islas Malvinas),NULL,2967
United Kingdom,Falkland Islands (Malvinas),NULL,NULL
United Kingdom,Gibraltar,NULL,27921
United Kingdom,Isle of Man,NULL,84497
United Kingdom,Montserrat,NULL,4900
United Kingdom,Northern Ireland,NULL,1893667
United Kingdom,Saint Helena_ Ascension and Tristan da Cunha,NULL,5661
United Kingdom,Scotland,NULL,5463300
United Kingdom,Turks and Caicos Islands,NULL,21746
United Kingdom,Unknown,NULL,0
United Kingdom,Wales,NULL,3152879
US,Alabama,Autauga,55380
US,Alabama,Baldwin,212830
US,Alabama,Barbour,25361
US,Alabama,Bibb,22493
US,Alabama,Blount,57681
US,Alabama,Bullock,10248
US,Alabama,Butler,19828
US,Alabama,Calhoun,114618
US,Alabama,Chambers,33660
US,Alabama,Cherokee,25903
US,Alabama,Chilton,44055
US,Alabama,Choctaw,12925
US,Alabama,Clarke,24128
US,Alabama,Clay,13337
US,Alabama,Cleburne,14916
US,Alabama,Coffee,51662
US,Alabama,Colbert,54771
US,Alabama,Conecuh,12394
US,Alabama,Coosa,10757
US,Alabama,Covington,37200
US,Alabama,Crenshaw,13844
US,Alabama,Cullman,82853
US,Alabama,Dale,49277
US,Alabama,Dallas,39149
US,Alabama,DeKalb,71310
US,Alabama,Elmore,81144
US,Alabama,Escambia,37057
US,Alabama,Etowah,102748
US,Alabama,Fayette,16494
US,Alabama,Franklin,31466
US,Alabama,Geneva,26417
US,Alabama,Greene,8324
US,Alabama,Hale,14809
US,Alabama,Henry,17133
US,Alabama,Houston,104702
US,Alabama,Jackson,51852
US,Alabama,Jefferson,659680
US,Alabama,Lamar,13885
US,Alabama,Lauderdale,92556
US,Alabama,Lawrence,33058
US,Alabama,Lee,161152
US,Alabama,Limestone,94727
US,Alabama,Lowndes,10079
US,Alabama,Macon,118708
US,Alabama,Madison,362276
US,Alabama,Marengo,19321
US,Alabama,Marion,29866
US,Alabama,Marshall,95643
US,Alabama,Mobile,414114
US,Alabama,Monroe,21270
US,Alabama,Montgomery,226941
US,Alabama,Morgan,119213
US,Alabama,Out of AL,0
US,Alabama,Perry,9293
US,Alabama,Pickens,20243
US,Alabama,Pike,33333
US,Alabama,Randolph,22647
US,Alabama,Russell,57952
US,Alabama,Shelby,213432
US,Alabama,St. Clair,87989
US,Alabama,Sumter,12797
US,Alabama,Talladega,80387
US,Alabama,Tallapoosa,40541
US,Alabama,Tuscaloosa,207305
US,Alabama,Unassigned,0
US,Alabama,Walker,64110
US,Alabama,Washington,16541
US,Alabama,Wilcox,10681
US,Alabama,Winston,23784
US,Alaska,Aleutians East,2925
US,Alaska,Aleutians West,5544
US,Alaska,Anchorage,288970
US,Alaska,Bethel,17868
US,Alaska,Bristol Bay,748
US,Alaska,Bristol Bay plus Lake and Peninsula,1584
US,Alaska,Chugach,6751
US,Alaska,Copper River,2699
US,Alaska,Denali,1806
US,Alaska,Dillingham,4773
US,Alaska,Fairbanks North Star,97159
US,Alaska,Haines,2520
US,Alaska,Hoonah-Angoon,2074
US,Alaska,Juneau,31773
US,Alaska,Kenai Peninsula,58934
US,Alaska,Ketchikan Gateway,13677
US,Alaska,Kodiak Island,12611
US,Alaska,Kusilvak,8088
US,Alaska,Lake and Peninsula,1552
US,Alaska,Matanuska-Susitna,107305
US,Alaska,Nome,9769
US,Alaska,North Slope,9771
US,Alaska,Northwest Arctic,7583
US,Alaska,Petersburg,3189
US,Alaska,Prince of Wales-Hyder,6090
US,Alaska,Sitka,8523
US,Alaska,Skagway,1147
US,Alaska,Soldotna,4783
US,Alaska,Southeast Fairbanks,6937
US,Alaska,Sterling,5169
US,Alaska,Unassigned,0
US,Alaska,Valdez-Cordova,9284
US,Alaska,Wrangell,2379
US,Alaska,Yakutat,574
US,Alaska,Yukon-Koyukuk,5044
US,American Samoa,NULL,55100
US,Arizona,Apache,72199
US,Arizona,Cochise,124944
US,Arizona,Coconino,145382
US,Arizona,Gila,54452
US,Arizona,Graham,40521
US,Arizona,Greenlee,9598
US,Arizona,La Paz,21246
US,Arizona,Maricopa,4651440
US,Arizona,Mohave,217959
US,Arizona,Navajo,112288
US,Arizona,Out of AZ,0
US,Arizona,Pima,1068730
US,Arizona,Pinal,494755
US,Arizona,Santa Cruz,46704
US,Arizona,Unassigned,0
US,Arizona,Yavapai,241753
US,Arizona,Yuma,218137
US,Arkansas,Arkansas,17006
US,Arkansas,Ashley,18947
US,Arkansas,Baxter,42548
US,Arkansas,Benton,292891
US,Arkansas,Boone,37526
US,Arkansas,Bradley,10613
US,Arkansas,Calhoun,5113
US,Arkansas,Carroll,28946
US,Arkansas,Chicot,9470
US,Arkansas,Clark,22334
US,Arkansas,Clay,14127
US,Arkansas,Cleburne,24769
US,Arkansas,Cleveland,7878
US,Arkansas,Columbia,23199
US,Arkansas,Conway,20888
US,Arkansas,Craighead,113364
US,Arkansas,Crawford,63013
US,Arkansas,Crittenden,47139
US,Arkansas,Cross,15997
US,Arkansas,Dallas,6723
US,Arkansas,Desha,11069
US,Arkansas,Drew,18001
US,Arkansas,Faulkner,127745
US,Arkansas,Franklin,17617
US,Arkansas,Fulton,12815
US,Arkansas,Garland,100226
US,Arkansas,Grant,18435
US,Arkansas,Greene,45297
US,Arkansas,Hempstead,21226
US,Arkansas,Hot Spring,33969
US,Arkansas,Howard,13002
US,Arkansas,Independence,37939
US,Arkansas,Izard,13723
US,Arkansas,Jackson,16651
US,Arkansas,Jefferson,64338
US,Arkansas,Johnson,26416
US,Arkansas,Lafayette,6514
US,Arkansas,Lawrence,16354
US,Arkansas,Lee,8619
US,Arkansas,Lincoln,12704
US,Arkansas,Little River,12183
US,Arkansas,Logan,21052
US,Arkansas,Lonoke,73145
US,Arkansas,Madison,17004
US,Arkansas,Marion,16752
US,Arkansas,Miller,43047
US,Arkansas,Mississippi,39481
US,Arkansas,Monroe,6343
US,Arkansas,Montgomery,9138
US,Arkansas,Nevada,8140
US,Arkansas,Newton,7659
US,Arkansas,Ouachita,22906
US,Arkansas,Perry,10605
US,Arkansas,Phillips,17238
US,Arkansas,Pike,10822
US,Arkansas,Poinsett,22778
US,Arkansas,Polk,19854
US,Arkansas,Pope,65028
US,Arkansas,Prairie,8022
US,Arkansas,Pulaski,391897
US,Arkansas,Randolph,17934
US,Arkansas,Saline,125163
US,Arkansas,Scott,10165
US,Arkansas,Searcy,7783
US,Arkansas,Sebastian,128341
US,Arkansas,Sevier,16899
US,Arkansas,Sharp,17746
US,Arkansas,St. Francis,23964
US,Arkansas,Stone,12610
US,Arkansas,Unassigned,0
US,Arkansas,Union,37768
US,Arkansas,Van Buren,16365
US,Arkansas,Washington,244339
US,Arkansas,White,79497
US,Arkansas,Woodruff,6028
US,Arkansas,Yell,21099
US,California,Alameda,1671329
US,California,Alpine,1129
US,California,Amador,39752
US,California,Butte,219186
US,California,Calaveras,45905
US,California,Colusa,21547
US,California,Contra Costa,1153526
US,California,Del Norte,27812
US,California,El Dorado,192843
US,California,Fresno,999101
US,California,Glenn,28393
US,California,Humboldt,135558
US,California,Imperial,181215
US,California,Inyo,18039
US,California,Kern,900202
US,California,Kings,152940
US,California,Lake,64386
US,California,Lassen,30573
US,California,Los Angeles,10039107
US,California,Madera,157327
US,California,Marin,258826
US,California,Mariposa,17203
US,California,Mendocino,86749
US,California,Merced,277680
US,California,Modoc,8841
US,California,Mono,14444
US,California,Monterey,434061
US,California,Napa,137744
US,California,Nevada,99755
US,California,Orange,3175692
US,California,Placer,398329
US,California,Plumas,18807
US,California,Riverside,2470546
US,California,Sacramento,1552058
US,California,San Benito,62808
US,California,San Bernardino,2180085
US,California,San Diego,3338330
US,California,San Francisco,881549
US,California,San Joaquin,762148
US,California,San Luis Obispo,283111
US,California,San Mateo,766573
US,California,Santa Barbara,446499
US,California,Santa Clara,1927852
US,California,Santa Cruz,273213
US,California,Shasta,180080
US,California,Sierra,3005
US,California,Siskiyou,43539
US,California,Solano,447643
US,California,Sonoma,494336
US,California,Stanislaus,550660
US,California,Sutter,96971
US,California,Tehama,65084
US,California,Trinity,12285
US,California,Tulare,466195
US,California,Tuolumne,54478
US,California,Unassigned,0
US,California,Ventura,846006
US,California,Yolo,220500
US,California,Yuba,78668
US,Colorado,Adams,529555
US,Colorado,Alamosa,16203
US,Colorado,Arapahoe,666176
US,Colorado,Archuleta,14627
US,Colorado,Baca,3575
US,Colorado,Bent,5115
US,Colorado,Boulder,329316
US,Colorado,Broomfield,72747
US,Colorado,Chaffee,20986
US,Colorado,Cheyenne,1775
US,Colorado,Clear Creek,9892
US,Colorado,Conejos,8253
US,Colorado,Costilla,4037
US,Colorado,Crowley,6269
US,Colorado,Custer,5336
US,Colorado,Delta,31718
US,Colorado,Denver,749103
US,Colorado,Dolores,2045
US,Colorado,Douglas,367484
US,Colorado,Eagle,55495
US,Colorado,El Paso,737031
US,Colorado,Elbert,27581
US,Colorado,Fremont,47599
US,Colorado,Garfield,60781
US,Colorado,Gilpin,6505
US,Colorado,Grand,16180
US,Colorado,Gunnison,18052
US,Colorado,Hinsdale,844
US,Colorado,Huerfano,6917
US,Colorado,Jackson,1386
US,Colorado,Jefferson,589859
US,Colorado,Kiowa,1460
US,Colorado,Kit Carson,6973
US,Colorado,La Plata,56065
US,Colorado,Lake,8689
US,Colorado,Larimer,369377
US,Colorado,Las Animas,14502
US,Colorado,Lincoln,5891
US,Colorado,Logan,22691
US,Colorado,Mesa,156728
US,Colorado,Mineral,763
US,Colorado,Moffat,13483
US,Colorado,Montezuma,26245
US,Colorado,Montrose,43862
US,Colorado,Morgan,29666
US,Colorado,Otero,18158
US,Colorado,Ouray,5212
US,Colorado,Out of CO,0
US,Colorado,Park,19485
US,Colorado,Phillips,4225
US,Colorado,Pitkin,17349
US,Colorado,Prowers,12358
US,Colorado,Pueblo,170428
US,Colorado,Rio Blanco,6312
US,Colorado,Rio Grande,11259
US,Colorado,Routt,25900
US,Colorado,Saguache,6792
US,Colorado,San Juan,656
US,Colorado,San Miguel,8177
US,Colorado,Sedgwick,2192
US,Colorado,Summit,31399
US,Colorado,Teller,25938
US,Colorado,Unassigned,0
US,Colorado,Washington,4948
US,Colorado,Weld,343846
US,Colorado,Yuma,10163
US,Connecticut,Fairfield,942054
US,Connecticut,Hartford,890000
US,Connecticut,Litchfield,178809
US,Connecticut,Middlesex,161568
US,Connecticut,New Haven,850329
US,Connecticut,New London,263048
US,Connecticut,Tolland,150785
US,Connecticut,Unassigned,0
US,Connecticut,Windham,116228
US,Delaware,Kent,185278
US,Delaware,New Castle,561159
US,Delaware,Sussex,243897
US,Delaware,Unassigned,0
US,Diamond Princess,NULL,3711
US,District of Columbia,District of Columbia,714153
US,Florida,Alachua,269427
US,Florida,Baker,30924
US,Florida,Bay,151635
US,Florida,Bradford,29099
US,Florida,Brevard,615420
US,Florida,Broward,1966120
US,Florida,Calhoun,13229
US,Florida,Charlotte,197032
US,Florida,Citrus,153607
US,Florida,Clay,225940
US,Florida,Collier,398304
US,Florida,Columbia,73722
US,Florida,DeSoto,39267
US,Florida,Dixie,17108
US,Florida,Duval,975961
US,Florida,Escambia,324740
US,Florida,Flagler,121073
US,Florida,Franklin,13023
US,Florida,Gadsden,45126
US,Florida,Gilchrist,19178
US,Florida,Glades,14061
US,Florida,Gulf,8625
US,Florida,Hamilton,14760
US,Florida,Hardee,26475
US,Florida,Hendry,43394
US,Florida,Hernando,200596
US,Florida,Highlands,108797
US,Florida,Hillsborough,1512070
US,Florida,Holmes,19965
US,Florida,Indian River,165395
US,Florida,Jackson,43018
US,Florida,Jefferson,14096
US,Florida,Lafayette,7884
US,Florida,Lake,387914
US,Florida,Lee,802791
US,Florida,Leon,297432
US,Florida,Levy,42913
US,Florida,Liberty,8208
US,Florida,Madison,18399
US,Florida,Manatee,420985
US,Florida,Marion,378613
US,Florida,Martin,161516
US,Florida,Miami-Dade,2721110
US,Florida,Monroe,73170
US,Florida,Nassau,94003
US,Florida,Okaloosa,218346
US,Florida,Okeechobee,43196
US,Florida,Orange,1417280
US,Florida,Osceola,390341
US,Florida,Palm Beach,1524560
US,Florida,Pasco,583661
US,Florida,Pinellas,978872
US,Florida,Polk,761137
US,Florida,Putnam,75477
US,Florida,Santa Rosa,194349
US,Florida,Sarasota,448568
US,Florida,Seminole,479234
US,Florida,St. Johns,286388
US,Florida,St. Lucie,344041
US,Florida,Sumter,139822
US,Florida,Suwannee,44893
US,Florida,Taylor,21617
US,Florida,Unassigned,0
US,Florida,Union,15055
US,Florida,Volusia,567650
US,Florida,Wakulla,36391
US,Florida,Walton,80749
US,Florida,Washington,26833
US,Georgia,Appling,18106
US,Georgia,Atkinson,7971
US,Georgia,Bacon,11228
US,Georgia,Baker,2942
US,Georgia,Baldwin,44884
US,Georgia,Banks,19758
US,Georgia,Barrow,88052
US,Georgia,Bartow,110458
US,Georgia,Ben Hill,16456
