tDate,T_YDTotal,T_NewInoc,T_TotalInoc,1_YDTotal,1_NewInoc,1_TotalInoc,1_Rate,1_18y_Rate,2_YDTotal,2_NewInoc,2_TotalInoc,2_Rate,2_18y_Rate
2021-09-01,0,0,0,29032306,246806,29279112,57,66.3,15220020,529356,15749376,30.7,35.7
2021-09-02,0,0,0,29280198,177818,29458016,57.4,66.7,15750196,533164,16283360,31.7,36.9
2021-09-03,0,0,0,29458890,185574,29644464,57.7,67.1,16284908,498924,16783832,32.7,38
2021-09-04,0,0,0,29645299,232236,29877535,58.2,67.7,16784837,698141,17482977,34,39.6
2021-09-05,0,0,0,29878472,118347,29996819,58.4,67.9,17483510,260139,17743649,34.6,40.2
2021-09-06,0,0,0,29997154,8305,30005459,58.4,67.9,17743836,7984,17751820,34.6,40.2
2021-09-07,0,0,0,30006162,741052,30747214,59.9,69.6,17752950,632986,18385936,35.8,41.6
2021-09-08,0,0,0,30749873,573321,31323194,61,70.9,18387528,420018,18807546,36.6,42.6
2021-09-09,0,0,0,31324819,384948,31709767,61.8,71.8,18808822,306200,19115022,37.2,43.3
2021-09-10,0,0,0,31710830,438346,32149176,62.6,72.8,19115907,290902,19406809,37.8,43.9
2021-09-11,0,0,0,32150887,650079,32800966,63.9,74.3,19407759,415720,19823479,38.6,44.9
2021-09-12,0,0,0,32803577,326756,33130333,64.5,75,19824771,211405,20036176,39,45.4
2021-09-13,0,0,0,33131077,21645,33152722,64.6,75.1,20036435,25443,20061878,39.1,45.4
2021-09-14,0,0,0,33154081,825438,33979519,66.2,76.9,20063402,422119,20485521,39.9,46.4
2021-09-15,0,0,0,33982204,599970,34582174,67.3,78.3,20486393,223890,20710283,40.3,46.9
2021-09-16,0,0,0,34602817,374256,34977073,68.1,79.2,20729117,438976,21168093,41.2,47.9
2021-09-17,0,0,0,34986293,428223,35414516,69,80.2,21176113,312896,21489009,41.8,48.7
2021-09-18,0,0,0,35416905,658121,36075026,70.3,81.7,21490030,442993,21933023,42.7,49.7
2021-09-19,0,0,0,36077432,389587,36467019,71,82.6,21934303,189093,22123396,43.1,50.1
2021-09-20,0,0,0,36484737,20384,36505121,71.1,82.7,22144971,24827,22169798,43.2,50.2
2021-09-21,0,0,0,36506146,21683,36527829,71.1,82.7,22170928,9572,22180500,43.2,50.2
2021-09-22,0,0,0,36536084,6525,36542609,71.2,82.8,22184710,4130,22188840,43.2,50.2
2021-09-23,0,0,0,36542705,27400,36570105,71.2,82.8,22188950,15791,22204741,43.2,50.3
2021-09-24,0,0,0,36572002,560186,37132188,72.3,84.1,22206411,375869,22582280,44,51.1
2021-09-25,0,0,0,37135238,614616,37749854,73.5,85.5,22584312,413458,22997770,44.8,52.1
2021-09-26,0,0,0,37752508,312348,38064856,74.1,86.2,22998962,214852,23213814,45.2,52.6
2021-09-27,0,0,0,38065561,26392,38091953,74.2,86.3,23214113,23804,23237917,45.3,52.6
2021-09-28,0,0,0,38094666,416626,38511292,75,87.2,23239931,711698,23951629,46.6,54.2
2021-09-29,0,0,0,38512884,256982,38769866,75.5,87.8,23953203,689322,24642525,48,55.8
2021-09-30,0,0,0,38771229,231198,39002427,76,88.3,24644127,526133,25170260,49,57
2021-10-01,0,0,0,39003821,343752,39347573,76.6,89.1,25171866,541143,25713009,50.1,58.2
2021-10-02,0,0,0,39348997,236268,39585265,77.1,89.6,25714715,859970,26574685,51.8,60.2
2021-10-03,0,0,0,39585966,124504,39710470,77.3,89.9,26576280,406444,26982724,52.5,61.1
2021-10-04,0,0,0,39710596,3404,39714000,77.3,89.9,26983001,33187,27016188,52.6,61.2
2021-10-05,0,0,0,39714150,25355,39739505,77.4,90,27016649,209328,27225977,53,61.6
2021-10-06,0,0,0,39740778,44879,39785657,77.5,90.1,27228258,765885,27994143,54.5,63.4
