Country,Date,Variant,total_sequences,cluster_sequences,proportion
Switzerland,2020-08-31,21A.Delta,145,0,0
Trinidad and Tobago,2020-08-31,20J.Gamma.V3,3,0,0
Turkey,2020-08-31,20H.Beta.V2,4,0,0
Turkey,2020-08-31,20I.Alpha.V1,4,0,0
United Kingdom,2020-08-31,20H.Beta.V2,2194,0,0
United Kingdom,2020-08-31,20I.Alpha.V1,2194,0,0
United Kingdom,2020-08-31,21A.Delta,2194,0,0
United Kingdom,2020-08-31,21B.Kappa,2194,0,0
United Kingdom,2020-08-31,21D.Eta,2194,0,0
US,2020-08-31,20H.Beta.V2,1869,0,0
US,2020-08-31,20I.Alpha.V1,1869,0,0
US,2020-08-31,20J.Gamma.V3,1869,0,0
US,2020-08-31,21A.Delta,1869,0,0
US,2020-08-31,21B.Kappa,1869,0,0
US,2020-08-31,21C.Epsilon,1869,1,0.000535045
US,2020-08-31,21D.Eta,1869,0,0
US,2020-08-31,21F.Iota,1869,0,0
US,2020-08-31,21G.Lambda,1869,0,0
Zimbabwe,2020-08-31,20H.Beta.V2,3,0,0
Argentina,2020-09-07,20J.Gamma.V3,33,0,0
Australia,2020-09-07,20I.Alpha.V1,454,0,0
Australia,2020-09-07,21A.Delta,454,0,0
Austria,2020-09-07,20H.Beta.V2,14,0,0
Austria,2020-09-07,20I.Alpha.V1,14,0,0
Austria,2020-09-07,21A.Delta,14,0,0
Bangladesh,2020-09-07,20H.Beta.V2,8,0,0
Belgium,2020-09-07,20H.Beta.V2,41,0,0
Belgium,2020-09-07,20I.Alpha.V1,41,0,0
Belgium,2020-09-07,20J.Gamma.V3,41,0,0
Belgium,2020-09-07,21A.Delta,41,0,0
Botswana,2020-09-07,20H.Beta.V2,0,0,0
Brazil,2020-09-07,20I.Alpha.V1,56,0,0
Brazil,2020-09-07,20J.Gamma.V3,56,0,0
Bulgaria,2020-09-07,20I.Alpha.V1,2,0,0
Canada,2020-09-07,20H.Beta.V2,345,0,0
Canada,2020-09-07,20I.Alpha.V1,345,0,0
Canada,2020-09-07,20J.Gamma.V3,345,0,0
Canada,2020-09-07,21A.Delta,345,0,0
Canada,2020-09-07,21C.Epsilon,345,0,0
Canada,2020-09-07,21D.Eta,345,0,0
Chile,2020-09-07,20J.Gamma.V3,26,0,0
Chile,2020-09-07,21G.Lambda,26,0,0
Colombia,2020-09-07,20J.Gamma.V3,3,0,0
Croatia,2020-09-07,20I.Alpha.V1,4,0,0
Czechia,2020-09-07,20I.Alpha.V1,5,0,0
Denmark,2020-09-07,20I.Alpha.V1,479,0,0
Denmark,2020-09-07,21A.Delta,479,0,0
Denmark,2020-09-07,21D.Eta,479,0,0
Estonia,2020-09-07,20I.Alpha.V1,5,0,0
Finland,2020-09-07,20H.Beta.V2,10,0,0
Finland,2020-09-07,20I.Alpha.V1,10,0,0
France,2020-09-07,20H.Beta.V2,113,0,0
France,2020-09-07,20I.Alpha.V1,113,0,0
France,2020-09-07,20J.Gamma.V3,113,0,0
France,2020-09-07,21A.Delta,113,0,0
France,2020-09-07,21D.Eta,113,0,0
Germany,2020-09-07,20H.Beta.V2,65,0,0
Germany,2020-09-07,20I.Alpha.V1,65,0,0
Germany,2020-09-07,20J.Gamma.V3,65,0,0
Germany,2020-09-07,21A.Delta,65,0,0
Germany,2020-09-07,21D.Eta,65,0,0
Ghana,2020-09-07,20I.Alpha.V1,10,0,0
Greece,2020-09-07,20I.Alpha.V1,9,0,0
India,2020-09-07,20I.Alpha.V1,171,0,0
India,2020-09-07,21A.Delta,171,0,0
India,2020-09-07,21B.Kappa,171,0,0
Indonesia,2020-09-07,21A.Delta,12,0,0
Ireland,2020-09-07,20I.Alpha.V1,31,0,0
Ireland,2020-09-07,21A.Delta,31,0,0
Italy,2020-09-07,20I.Alpha.V1,70,0,0
Italy,2020-09-07,20J.Gamma.V3,70,0,0
Italy,2020-09-07,21A.Delta,70,0,0
Italy,2020-09-07,21D.Eta,70,0,0
Japan,2020-09-07,20I.Alpha.V1,465,0,0
Japan,2020-09-07,21A.Delta,465,0,0
Kenya,2020-09-07,20I.Alpha.V1,10,0,0
Latvia,2020-09-07,20I.Alpha.V1,12,0,0
Lithuania,2020-09-07,20I.Alpha.V1,10,0,0
Luxembourg,2020-09-07,20H.Beta.V2,3,0,0
Luxembourg,2020-09-07,20I.Alpha.V1,3,0,0
Mexico,2020-09-07,20I.Alpha.V1,27,0,0
Mexico,2020-09-07,20J.Gamma.V3,27,0,0
Mexico,2020-09-07,21A.Delta,27,0,0
Mexico,2020-09-07,21C.Epsilon,27,0,0
Mozambique,2020-09-07,20H.Beta.V2,3,1,0.333333333
Netherlands,2020-09-07,20H.Beta.V2,66,0,0
Netherlands,2020-09-07,20I.Alpha.V1,66,0,0
Netherlands,2020-09-07,20J.Gamma.V3,66,0,0
Netherlands,2020-09-07,21A.Delta,66,0,0
Nigeria,2020-09-07,21D.Eta,2,0,0
Norway,2020-09-07,20H.Beta.V2,28,0,0
Norway,2020-09-07,20I.Alpha.V1,28,0,0
Philippines,2020-09-07,20H.Beta.V2,0,0,0
Philippines,2020-09-07,20I.Alpha.V1,0,0,0
Poland,2020-09-07,20I.Alpha.V1,2,0,0
Qatar,2020-09-07,20H.Beta.V2,26,0,0
Romania,2020-09-07,20I.Alpha.V1,1,0,0
Russia,2020-09-07,20I.Alpha.V1,59,0,0
Russia,2020-09-07,21A.Delta,59,0,0
Singapore,2020-09-07,21A.Delta,12,0,0
Slovakia,2020-09-07,20I.Alpha.V1,1,0,0
Slovenia,2020-09-07,20I.Alpha.V1,48,0,0
South Africa,2020-09-07,20H.Beta.V2,133,17,0.127819549
South Africa,2020-09-07,21A.Delta,133,0,0
South Korea,2020-09-07,20I.Alpha.V1,46,0,0
Spain,2020-09-07,20H.Beta.V2,169,0,0
Spain,2020-09-07,20I.Alpha.V1,169,0,0
Spain,2020-09-07,20J.Gamma.V3,169,0,0
Spain,2020-09-07,21A.Delta,169,0,0
Sweden,2020-09-07,20H.Beta.V2,21,0,0
Sweden,2020-09-07,20I.Alpha.V1,21,0,0
Sweden,2020-09-07,21A.Delta,21,0,0
Switzerland,2020-09-07,20H.Beta.V2,139,0,0
Switzerland,2020-09-07,20I.Alpha.V1,139,0,0
Switzerland,2020-09-07,21A.Delta,139,0,0
Trinidad and Tobago,2020-09-07,20J.Gamma.V3,2,0,0
Turkey,2020-09-07,20H.Beta.V2,5,0,0
Turkey,2020-09-07,20I.Alpha.V1,5,0,0
United Kingdom,2020-09-07,20H.Beta.V2,2624,0,0
United Kingdom,2020-09-07,20I.Alpha.V1,2624,0,0
United Kingdom,2020-09-07,21A.Delta,2624,0,0
United Kingdom,2020-09-07,21B.Kappa,2624,0,0
United Kingdom,2020-09-07,21D.Eta,2624,0,0
US,2020-09-07,20H.Beta.V2,1748,0,0
US,2020-09-07,20I.Alpha.V1,1748,0,0
US,2020-09-07,20J.Gamma.V3,1748,0,0
US,2020-09-07,21A.Delta,1748,0,0
US,2020-09-07,21B.Kappa,1748,0,0
US,2020-09-07,21C.Epsilon,1748,2,0.001144165
US,2020-09-07,21D.Eta,1748,0,0
US,2020-09-07,21F.Iota,1748,0,0
US,2020-09-07,21G.Lambda,1748,0,0
Zimbabwe,2020-09-07,20H.Beta.V2,3,0,0
Argentina,2020-09-14,20J.Gamma.V3,18,0,0
Australia,2020-09-14,20I.Alpha.V1,294,0,0
Australia,2020-09-14,21A.Delta,294,0,0
Austria,2020-09-14,20H.Beta.V2,14,0,0
Austria,2020-09-14,20I.Alpha.V1,14,0,0
Austria,2020-09-14,21A.Delta,14,0,0
Bangladesh,2020-09-14,20H.Beta.V2,6,0,0
Belgium,2020-09-14,20H.Beta.V2,70,0,0
Belgium,2020-09-14,20I.Alpha.V1,70,0,0
Belgium,2020-09-14,20J.Gamma.V3,70,0,0
Belgium,2020-09-14,21A.Delta,70,0,0
Brazil,2020-09-14,20I.Alpha.V1,53,0,0
Brazil,2020-09-14,20J.Gamma.V3,53,0,0
Bulgaria,2020-09-14,20I.Alpha.V1,2,0,0
Canada,2020-09-14,20H.Beta.V2,325,0,0
Canada,2020-09-14,20I.Alpha.V1,325,0,0
Canada,2020-09-14,20J.Gamma.V3,325,0,0
Canada,2020-09-14,21A.Delta,325,0,0
Canada,2020-09-14,21C.Epsilon,325,0,0
Canada,2020-09-14,21D.Eta,325,0,0
Chile,2020-09-14,20J.Gamma.V3,20,0,0
Chile,2020-09-14,21G.Lambda,20,0,0
Croatia,2020-09-14,20I.Alpha.V1,4,0,0
Czechia,2020-09-14,20I.Alpha.V1,7,0,0
Denmark,2020-09-14,20I.Alpha.V1,531,0,0
Denmark,2020-09-14,21A.Delta,531,0,0
Denmark,2020-09-14,21D.Eta,531,0,0
Estonia,2020-09-14,20I.Alpha.V1,20,0,0
Finland,2020-09-14,20H.Beta.V2,17,0,0
Finland,2020-09-14,20I.Alpha.V1,17,0,0
France,2020-09-14,20H.Beta.V2,100,0,0
France,2020-09-14,20I.Alpha.V1,100,0,0
France,2020-09-14,20J.Gamma.V3,100,0,0
France,2020-09-14,21A.Delta,100,0,0
France,2020-09-14,21D.Eta,100,0,0
Germany,2020-09-14,20H.Beta.V2,82,0,0
Germany,2020-09-14,20I.Alpha.V1,82,0,0
Germany,2020-09-14,20J.Gamma.V3,82,0,0
Germany,2020-09-14,21A.Delta,82,0,0
Germany,2020-09-14,21D.Eta,82,0,0
Greece,2020-09-14,20I.Alpha.V1,14,0,0
India,2020-09-14,20I.Alpha.V1,195,0,0
India,2020-09-14,21A.Delta,195,0,0
India,2020-09-14,21B.Kappa,195,0,0
Indonesia,2020-09-14,21A.Delta,13,0,0
Ireland,2020-09-14,20I.Alpha.V1,49,0,0
Ireland,2020-09-14,21A.Delta,49,0,0
Israel,2020-09-14,20H.Beta.V2,0,0,0
Israel,2020-09-14,20I.Alpha.V1,0,0,0
Italy,2020-09-14,20I.Alpha.V1,78,0,0
Italy,2020-09-14,20J.Gamma.V3,78,0,0
Italy,2020-09-14,21A.Delta,78,0,0
Italy,2020-09-14,21D.Eta,78,0,0
Japan,2020-09-14,20I.Alpha.V1,342,0,0
Japan,2020-09-14,21A.Delta,342,0,0
Latvia,2020-09-14,20I.Alpha.V1,15,0,0
Luxembourg,2020-09-14,20H.Beta.V2,4,0,0
Luxembourg,2020-09-14,20I.Alpha.V1,4,0,0
Mexico,2020-09-14,20I.Alpha.V1,19,0,0
Mexico,2020-09-14,20J.Gamma.V3,19,0,0
Mexico,2020-09-14,21A.Delta,19,0,0
Mexico,2020-09-14,21C.Epsilon,19,0,0
Mozambique,2020-09-14,20H.Beta.V2,2,0,0
Netherlands,2020-09-14,20H.Beta.V2,86,0,0
Netherlands,2020-09-14,20I.Alpha.V1,86,0,0
Netherlands,2020-09-14,20J.Gamma.V3,86,0,0
Netherlands,2020-09-14,21A.Delta,86,0,0
Norway,2020-09-14,20H.Beta.V2,30,0,0
Norway,2020-09-14,20I.Alpha.V1,30,0,0
Philippines,2020-09-14,20H.Beta.V2,0,0,0
Philippines,2020-09-14,20I.Alpha.V1,0,0,0
Poland,2020-09-14,20I.Alpha.V1,2,0,0
Qatar,2020-09-14,20H.Beta.V2,15,0,0
Romania,2020-09-14,20I.Alpha.V1,1,0,0
Russia,2020-09-14,20I.Alpha.V1,74,0,0
Russia,2020-09-14,21A.Delta,74,0,0
Singapore,2020-09-14,21A.Delta,8,0,0
Slovakia,2020-09-14,20I.Alpha.V1,3,0,0
Slovenia,2020-09-14,20I.Alpha.V1,59,0,0
South Africa,2020-09-14,20H.Beta.V2,153,25,0.163398693
South Africa,2020-09-14,21A.Delta,153,0,0
South Korea,2020-09-14,20I.Alpha.V1,32,0,0
Spain,2020-09-14,20H.Beta.V2,211,0,0
Spain,2020-09-14,20I.Alpha.V1,211,0,0
Spain,2020-09-14,20J.Gamma.V3,211,0,0
Spain,2020-09-14,21A.Delta,211,0,0
Sweden,2020-09-14,20H.Beta.V2,23,0,0
Sweden,2020-09-14,20I.Alpha.V1,23,0,0
Sweden,2020-09-14,21A.Delta,23,0,0
Switzerland,2020-09-14,20H.Beta.V2,113,0,0
Switzerland,2020-09-14,20I.Alpha.V1,113,0,0
Switzerland,2020-09-14,21A.Delta,113,0,0
Thailand,2020-09-14,20I.Alpha.V1,0,0,0
Trinidad and Tobago,2020-09-14,20J.Gamma.V3,2,0,0
Turkey,2020-09-14,20H.Beta.V2,6,0,0
Turkey,2020-09-14,20I.Alpha.V1,6,0,0
United Kingdom,2020-09-14,20H.Beta.V2,3289,0,0
United Kingdom,2020-09-14,20I.Alpha.V1,3289,0,0
United Kingdom,2020-09-14,21A.Delta,3289,0,0
United Kingdom,2020-09-14,21B.Kappa,3289,0,0
United Kingdom,2020-09-14,21D.Eta,3289,0,0
US,2020-09-14,20H.Beta.V2,1721,0,0
US,2020-09-14,20I.Alpha.V1,1721,0,0
US,2020-09-14,20J.Gamma.V3,1721,0,0
US,2020-09-14,21A.Delta,1721,0,0
US,2020-09-14,21B.Kappa,1721,0,0
US,2020-09-14,21C.Epsilon,1721,2,0.001162115
US,2020-09-14,21D.Eta,1721,0,0
US,2020-09-14,21F.Iota,1721,0,0
US,2020-09-14,21G.Lambda,1721,0,0
Angola,2020-09-21,20H.Beta.V2,2,2,1
Argentina,2020-09-21,20J.Gamma.V3,16,0,0
Australia,2020-09-21,20I.Alpha.V1,186,0,0
Australia,2020-09-21,21A.Delta,186,0,0
Austria,2020-09-21,20H.Beta.V2,15,0,0
Austria,2020-09-21,20I.Alpha.V1,15,0,0
Austria,2020-09-21,21A.Delta,15,0,0
Bangladesh,2020-09-21,20H.Beta.V2,5,0,0
Belgium,2020-09-21,20H.Beta.V2,97,0,0
Belgium,2020-09-21,20I.Alpha.V1,97,0,0
Belgium,2020-09-21,20J.Gamma.V3,97,0,0
Belgium,2020-09-21,21A.Delta,97,0,0
Botswana,2020-09-21,20H.Beta.V2,2,0,0
Brazil,2020-09-21,20I.Alpha.V1,56,0,0
Brazil,2020-09-21,20J.Gamma.V3,56,0,0
Bulgaria,2020-09-21,20I.Alpha.V1,2,0,0
Canada,2020-09-21,20H.Beta.V2,329,0,0
Canada,2020-09-21,20I.Alpha.V1,329,0,0
Canada,2020-09-21,20J.Gamma.V3,329,0,0
Canada,2020-09-21,21A.Delta,329,0,0
Canada,2020-09-21,21C.Epsilon,329,0,0
Canada,2020-09-21,21D.Eta,329,0,0
Chile,2020-09-21,20J.Gamma.V3,19,0,0
Chile,2020-09-21,21G.Lambda,19,0,0
Colombia,2020-09-21,20J.Gamma.V3,3,0,0
Czechia,2020-09-21,20I.Alpha.V1,11,0,0
Denmark,2020-09-21,20I.Alpha.V1,648,0,0
Denmark,2020-09-21,21A.Delta,648,0,0
Denmark,2020-09-21,21D.Eta,648,0,0
Estonia,2020-09-21,20I.Alpha.V1,41,0,0
Finland,2020-09-21,20H.Beta.V2,37,0,0
Finland,2020-09-21,20I.Alpha.V1,37,0,0
France,2020-09-21,20H.Beta.V2,97,0,0
France,2020-09-21,20I.Alpha.V1,97,0,0
France,2020-09-21,20J.Gamma.V3,97,0,0
France,2020-09-21,21A.Delta,97,0,0
France,2020-09-21,21D.Eta,97,0,0
Germany,2020-09-21,20H.Beta.V2,122,0,0
Germany,2020-09-21,20I.Alpha.V1,122,0,0
Germany,2020-09-21,20J.Gamma.V3,122,0,0
Germany,2020-09-21,21A.Delta,122,0,0
Germany,2020-09-21,21D.Eta,122,0,0
Greece,2020-09-21,20I.Alpha.V1,17,0,0
India,2020-09-21,20I.Alpha.V1,191,0,0
India,2020-09-21,21A.Delta,191,0,0
India,2020-09-21,21B.Kappa,191,0,0
Indonesia,2020-09-21,21A.Delta,12,0,0
Ireland,2020-09-21,20I.Alpha.V1,53,0,0
Ireland,2020-09-21,21A.Delta,53,0,0
Italy,2020-09-21,20I.Alpha.V1,77,0,0
Italy,2020-09-21,20J.Gamma.V3,77,0,0
Italy,2020-09-21,21A.Delta,77,0,0
Italy,2020-09-21,21D.Eta,77,0,0
Japan,2020-09-21,20I.Alpha.V1,276,0,0
Japan,2020-09-21,21A.Delta,276,0,0
Kenya,2020-09-21,20I.Alpha.V1,3,0,0
Latvia,2020-09-21,20I.Alpha.V1,29,0,0
Lithuania,2020-09-21,20I.Alpha.V1,6,0,0
Luxembourg,2020-09-21,20H.Beta.V2,7,0,0
Luxembourg,2020-09-21,20I.Alpha.V1,7,0,0
Mexico,2020-09-21,20I.Alpha.V1,14,0,0
Mexico,2020-09-21,20J.Gamma.V3,14,0,0
Mexico,2020-09-21,21A.Delta,14,0,0
Mexico,2020-09-21,21C.Epsilon,14,0,0
Mozambique,2020-09-21,20H.Beta.V2,2,0,0
Netherlands,2020-09-21,20H.Beta.V2,115,0,0
Netherlands,2020-09-21,20I.Alpha.V1,115,0,0
Netherlands,2020-09-21,20J.Gamma.V3,115,0,0
Netherlands,2020-09-21,21A.Delta,115,0,0
Norway,2020-09-21,20H.Beta.V2,40,0,0
Norway,2020-09-21,20I.Alpha.V1,40,0,0
Philippines,2020-09-21,20H.Beta.V2,1,0,0
Philippines,2020-09-21,20I.Alpha.V1,1,0,0
Poland,2020-09-21,20I.Alpha.V1,2,0,0
Qatar,2020-09-21,20H.Beta.V2,7,0,0
Romania,2020-09-21,20I.Alpha.V1,2,0,0
Russia,2020-09-21,20I.Alpha.V1,94,0,0
Russia,2020-09-21,21A.Delta,94,0,0
Singapore,2020-09-21,21A.Delta,6,0,0
Slovenia,2020-09-21,20I.Alpha.V1,68,0,0
South Africa,2020-09-21,20H.Beta.V2,133,29,0.218045113
South Africa,2020-09-21,21A.Delta,133,0,0
South Korea,2020-09-21,20I.Alpha.V1,29,0,0
Spain,2020-09-21,20H.Beta.V2,234,0,0
Spain,2020-09-21,20I.Alpha.V1,234,0,0
Spain,2020-09-21,20J.Gamma.V3,234,0,0
Spain,2020-09-21,21A.Delta,234,0,0
Sweden,2020-09-21,20H.Beta.V2,25,0,0
Sweden,2020-09-21,20I.Alpha.V1,25,0,0
Sweden,2020-09-21,21A.Delta,25,0,0
Switzerland,2020-09-21,20H.Beta.V2,73,0,0
Switzerland,2020-09-21,20I.Alpha.V1,73,0,0
Switzerland,2020-09-21,21A.Delta,73,0,0
Thailand,2020-09-21,20I.Alpha.V1,0,0,0
Turkey,2020-09-21,20H.Beta.V2,6,0,0
Turkey,2020-09-21,20I.Alpha.V1,6,0,0
United Kingdom,2020-09-21,20H.Beta.V2,4142,0,0
United Kingdom,2020-09-21,20I.Alpha.V1,4142,1,0.000241429
United Kingdom,2020-09-21,21A.Delta,4142,0,0
United Kingdom,2020-09-21,21B.Kappa,4142,0,0
United Kingdom,2020-09-21,21D.Eta,4142,0,0
US,2020-09-21,20H.Beta.V2,1727,0,0
US,2020-09-21,20I.Alpha.V1,1727,0,0
US,2020-09-21,20J.Gamma.V3,1727,0,0
US,2020-09-21,21A.Delta,1727,0,0
US,2020-09-21,21B.Kappa,1727,0,0
US,2020-09-21,21C.Epsilon,1727,2,0.001158078
US,2020-09-21,21D.Eta,1727,0,0
US,2020-09-21,21F.Iota,1727,0,0
US,2020-09-21,21G.Lambda,1727,0,0
Angola,2020-09-28,20H.Beta.V2,7,5,0.714285714
Argentina,2020-09-28,20J.Gamma.V3,18,0,0
Australia,2020-09-28,20I.Alpha.V1,106,0,0
Australia,2020-09-28,21A.Delta,106,0,0
Austria,2020-09-28,20H.Beta.V2,15,0,0
Austria,2020-09-28,20I.Alpha.V1,15,0,0
Austria,2020-09-28,21A.Delta,15,0,0
Bangladesh,2020-09-28,20H.Beta.V2,4,0,0
Belgium,2020-09-28,20H.Beta.V2,87,0,0
Belgium,2020-09-28,20I.Alpha.V1,87,0,0
Belgium,2020-09-28,20J.Gamma.V3,87,0,0
Belgium,2020-09-28,21A.Delta,87,0,0
Botswana,2020-09-28,20H.Beta.V2,4,0,0
Brazil,2020-09-28,20I.Alpha.V1,62,0,0
Brazil,2020-09-28,20J.Gamma.V3,62,0,0
Bulgaria,2020-09-28,20I.Alpha.V1,1,0,0
Canada,2020-09-28,20H.Beta.V2,347,0,0
Canada,2020-09-28,20I.Alpha.V1,347,0,0
Canada,2020-09-28,20J.Gamma.V3,347,0,0
Canada,2020-09-28,21A.Delta,347,0,0
Canada,2020-09-28,21C.Epsilon,347,0,0
Canada,2020-09-28,21D.Eta,347,0,0
Chile,2020-09-28,20J.Gamma.V3,24,0,0
Chile,2020-09-28,21G.Lambda,24,0,0
Colombia,2020-09-28,20J.Gamma.V3,3,0,0
Croatia,2020-09-28,20I.Alpha.V1,3,0,0
Czechia,2020-09-28,20I.Alpha.V1,16,0,0
Denmark,2020-09-28,20I.Alpha.V1,684,0,0
Denmark,2020-09-28,21A.Delta,684,0,0
Denmark,2020-09-28,21D.Eta,684,0,0
Estonia,2020-09-28,20I.Alpha.V1,49,0,0
Finland,2020-09-28,20H.Beta.V2,74,0,0
Finland,2020-09-28,20I.Alpha.V1,74,0,0
France,2020-09-28,20H.Beta.V2,97,0,0
France,2020-09-28,20I.Alpha.V1,97,0,0
France,2020-09-28,20J.Gamma.V3,97,0,0
France,2020-09-28,21A.Delta,97,0,0
France,2020-09-28,21D.Eta,97,0,0
Germany,2020-09-28,20H.Beta.V2,155,0,0
Germany,2020-09-28,20I.Alpha.V1,155,0,0
Germany,2020-09-28,20J.Gamma.V3,155,0,0
Germany,2020-09-28,21A.Delta,155,0,0
Germany,2020-09-28,21D.Eta,155,0,0
Ghana,2020-09-28,20I.Alpha.V1,0,0,0
Greece,2020-09-28,20I.Alpha.V1,17,0,0
India,2020-09-28,20I.Alpha.V1,176,0,0
India,2020-09-28,21A.Delta,176,0,0
India,2020-09-28,21B.Kappa,176,0,0
Indonesia,2020-09-28,21A.Delta,10,0,0
Ireland,2020-09-28,20I.Alpha.V1,36,0,0
Ireland,2020-09-28,21A.Delta,36,0,0
Italy,2020-09-28,20I.Alpha.V1,60,0,0
Italy,2020-09-28,20J.Gamma.V3,60,0,0
Italy,2020-09-28,21A.Delta,60,0,0
Italy,2020-09-28,21D.Eta,60,0,0
Japan,2020-09-28,20I.Alpha.V1,249,0,0
Japan,2020-09-28,21A.Delta,249,0,0
Kenya,2020-09-28,20I.Alpha.V1,2,0,0
Latvia,2020-09-28,20I.Alpha.V1,72,0,0
Lithuania,2020-09-28,20I.Alpha.V1,3,0,0
Luxembourg,2020-09-28,20H.Beta.V2,10,0,0
Luxembourg,2020-09-28,20I.Alpha.V1,10,0,0
Mexico,2020-09-28,20I.Alpha.V1,14,0,0
Mexico,2020-09-28,20J.Gamma.V3,14,0,0
Mexico,2020-09-28,21A.Delta,14,0,0
Mexico,2020-09-28,21C.Epsilon,14,0,0
Mozambique,2020-09-28,20H.Beta.V2,3,0,0
Netherlands,2020-09-28,20H.Beta.V2,130,0,0
Netherlands,2020-09-28,20I.Alpha.V1,130,0,0
Netherlands,2020-09-28,20J.Gamma.V3,130,0,0
Netherlands,2020-09-28,21A.Delta,130,0,0
Norway,2020-09-28,20H.Beta.V2,61,0,0
Norway,2020-09-28,20I.Alpha.V1,61,0,0
Philippines,2020-09-28,20H.Beta.V2,1,0,0
Philippines,2020-09-28,20I.Alpha.V1,1,0,0
Poland,2020-09-28,20I.Alpha.V1,2,0,0
Qatar,2020-09-28,20H.Beta.V2,9,0,0
Romania,2020-09-28,20I.Alpha.V1,3,0,0
Russia,2020-09-28,20I.Alpha.V1,113,0,0
Russia,2020-09-28,21A.Delta,113,0,0
Singapore,2020-09-28,21A.Delta,7,0,0
Slovenia,2020-09-28,20I.Alpha.V1,62,0,0
South Africa,2020-09-28,20H.Beta.V2,114,28,0.245614035
South Africa,2020-09-28,21A.Delta,114,0,0
South Korea,2020-09-28,20I.Alpha.V1,31,0,0
Spain,2020-09-28,20H.Beta.V2,251,0,0
Spain,2020-09-28,20I.Alpha.V1,251,0,0
Spain,2020-09-28,20J.Gamma.V3,251,0,0
Spain,2020-09-28,21A.Delta,251,0,0
Sweden,2020-09-28,20H.Beta.V2,23,0,0
Sweden,2020-09-28,20I.Alpha.V1,23,0,0
Sweden,2020-09-28,21A.Delta,23,0,0
Switzerland,2020-09-28,20H.Beta.V2,86,0,0
Switzerland,2020-09-28,20I.Alpha.V1,86,0,0
Switzerland,2020-09-28,21A.Delta,86,0,0
Thailand,2020-09-28,20I.Alpha.V1,1,0,0
Turkey,2020-09-28,20H.Beta.V2,4,0,0
Turkey,2020-09-28,20I.Alpha.V1,4,0,0
United Kingdom,2020-09-28,20H.Beta.V2,4930,0,0
United Kingdom,2020-09-28,20I.Alpha.V1,4930,1,0.00020284
United Kingdom,2020-09-28,21A.Delta,4930,0,0
United Kingdom,2020-09-28,21B.Kappa,4930,0,0
United Kingdom,2020-09-28,21D.Eta,4930,0,0
US,2020-09-28,20H.Beta.V2,1695,0,0
US,2020-09-28,20I.Alpha.V1,1695,0,0
US,2020-09-28,20J.Gamma.V3,1695,0,0
US,2020-09-28,21A.Delta,1695,0,0
US,2020-09-28,21B.Kappa,1695,0,0
US,2020-09-28,21C.Epsilon,1695,3,0.001769912
US,2020-09-28,21D.Eta,1695,0,0
US,2020-09-28,21F.Iota,1695,0,0
US,2020-09-28,21G.Lambda,1695,0,0
Zimbabwe,2020-09-28,20H.Beta.V2,0,0,0
Angola,2020-10-05,20H.Beta.V2,11,8,0.727272727
Argentina,2020-10-05,20J.Gamma.V3,18,0,0
Australia,2020-10-05,20I.Alpha.V1,61,0,0
Australia,2020-10-05,21A.Delta,61,0,0
Austria,2020-10-05,20H.Beta.V2,15,0,0
Austria,2020-10-05,20I.Alpha.V1,15,0,0
Austria,2020-10-05,21A.Delta,15,0,0
Bangladesh,2020-10-05,20H.Beta.V2,6,0,0
Belgium,2020-10-05,20H.Beta.V2,71,0,0
Belgium,2020-10-05,20I.Alpha.V1,71,0,0
Belgium,2020-10-05,20J.Gamma.V3,71,0,0
Belgium,2020-10-05,21A.Delta,71,0,0
Botswana,2020-10-05,20H.Beta.V2,4,0,0
Brazil,2020-10-05,20I.Alpha.V1,65,0,0
Brazil,2020-10-05,20J.Gamma.V3,65,0,0
Canada,2020-10-05,20H.Beta.V2,366,0,0
Canada,2020-10-05,20I.Alpha.V1,366,0,0
Canada,2020-10-05,20J.Gamma.V3,366,0,0
Canada,2020-10-05,21A.Delta,366,0,0
Canada,2020-10-05,21C.Epsilon,366,0,0
Canada,2020-10-05,21D.Eta,366,0,0
Chile,2020-10-05,20J.Gamma.V3,30,0,0
Chile,2020-10-05,21G.Lambda,30,0,0
Colombia,2020-10-05,20J.Gamma.V3,5,0,0
Croatia,2020-10-05,20I.Alpha.V1,4,0,0
Curacao,2020-10-05,20I.Alpha.V1,0,0,0
Czechia,2020-10-05,20I.Alpha.V1,26,0,0
Denmark,2020-10-05,20I.Alpha.V1,588,0,0
Denmark,2020-10-05,21A.Delta,588,0,0
Denmark,2020-10-05,21D.Eta,588,0,0
Estonia,2020-10-05,20I.Alpha.V1,38,0,0
Finland,2020-10-05,20H.Beta.V2,109,0,0
Finland,2020-10-05,20I.Alpha.V1,109,0,0
France,2020-10-05,20H.Beta.V2,99,0,0
France,2020-10-05,20I.Alpha.V1,99,0,0
France,2020-10-05,20J.Gamma.V3,99,0,0
France,2020-10-05,21A.Delta,99,0,0
France,2020-10-05,21D.Eta,99,0,0
Germany,2020-10-05,20H.Beta.V2,164,0,0
Germany,2020-10-05,20I.Alpha.V1,164,0,0
Germany,2020-10-05,20J.Gamma.V3,164,0,0
Germany,2020-10-05,21A.Delta,164,0,0
Germany,2020-10-05,21D.Eta,164,0,0
Ghana,2020-10-05,20I.Alpha.V1,0,0,0
Greece,2020-10-05,20I.Alpha.V1,17,0,0
India,2020-10-05,20I.Alpha.V1,171,0,0
