tDate,NewSum,NewInflowChina,NewInflowAsia,NewInflowEU,NewInflowAmerica,NewInflowAfrica,NewInflowOS,NewConfirmQuarantine,NewConfirmSocial,NewNationalityLocal,NewNationalityForeigner,AccSum,AccInflowChina,AccInflowAsia,AccInflowEU,AccInflowAmerica,AccInflowAfrica,AccInflowOS,AccConfirmQuarantine,AccConfirmSocial,AccNationalityLocal,AccNationalityForeigner
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,29,0,1,12,16,0,0,13,16,27,2,476,17,56,262,139,2,0,202,274,436,40
2020-03-31,29,0,2,13,14,0,0,15,14,28,1,518,17,60,282,157,2,0,217,301,476,42
2020-04-01,36,0,4,14,17,1,0,7,29,33,3,560,17,64,298,178,3,0,224,336,514,46
2020-04-02,36,0,3,15,18,0,0,18,18,32,4,601,17,67,316,198,3,0,242,359,551,50
2020-04-03,38,0,3,20,15,0,0,22,16,36,2,647,17,71,338,218,3,0,264,383,595,52
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,22,0,18,0,4,0,0,10,12,10,12,2067,19,807,513,700,27,1,960,1107,1410,657
2020-07-21,25,0,15,2,6,2,0,18,7,14,11,2092,19,818,516,706,29,4,978,1114,1424,668
2020-07-22,34,0,28,1,5,0,0,19,15,15,19,2125,18,846,517,711,29,4,997,1128,1438,687
2020-07-23,20,0,10,1,9,0,0,5,15,5,15,2145,18,856,518,720,29,4,1002,1143,1443,702
2020-07-24,13,0,8,0,4,0,1,3,10,6,7,2158,18,864,518,724,29,5,1005,1153,1449,709
2020-07-25,86,0,78,2,3,3,0,81,5,43,43,2244,18,942,520,727,32,5,1086,1158,1492,752
2020-07-26,46,0,42,0,4,0,0,42,4,43,3,2290,18,984,520,731,32,5,1128,1162,1535,755
2020-07-27,16,0,14,1,1,0,0,7,9,9,7,2306,18,998,521,732,32,5,1135,1171,1544,762
2020-07-28,23,0,13,0,6,4,0,10,13,14,9,2329,18,1011,521,738,36,5,1145,1184,1558,771
2020-07-29,34,0,25,1,8,0,0,21,13,12,22,2363,18,1036,523,746,35,5,1166,1197,1570,793
2020-07-30,11,0,9,0,2,0,0,8,3,9,2,2374,18,1045,523,748,35,5,1174,1200,1579,795
2020-07-31,22,0,15,2,5,0,0,12,10,15,7,2396,18,1060,525,753,35,5,1186,1210,1594,802
2020-08-01,23,0,20,1,1,1,0,19,4,21,2,2419,18,1080,526,754,36,5,1205,1214,1615,804
2020-08-02,22,0,18,0,4,0,0,17,5,11,11,2441,18,1098,526,758,36,5,1222,1219,1626,815
2020-08-03,20,0,15,0,3,2,0,14,6,14,6,2461,18,1113,526,761,38,5,1236,1225,1640,821
2020-08-04,21,0,6,0,11,4,0,7,14,7,14,2482,18,1119,526,772,42,5,1243,1239,1647,835
2020-08-05,18,0,10,1,6,1,0,6,12,11,7,2500,18,1129,527,778,43,5,1249,1251,1658,842
2020-08-06,20,0,11,1,7,1,0,6,14,12,8,2520,18,1140,528,785,44,5,1255,1265,1670,850
2020-08-07,11,0,6,0,4,1,0,5,6,5,6,2531,18,1146,528,789,45,5,1260,1271,1675,856
2020-08-08,13,0,7,1,4,1,0,5,8,5,8,2544,18,1153,529,793,46,5,1265,1279,1680,864
2020-08-09,6,0,5,0,1,0,0,1,5,1,5,2550,18,1158,529,794,46,5,1266,1284,1681,869
2020-08-10,11,0,6,1,3,1,0,6,5,5,6,2561,18,1164,530,797,47,5,1272,1289,1686,875
2020-08-11,11,0,4,1,5,1,0,3,8,2,9,2572,18,1168,531,802,48,5,1275,1297,1688,884
2020-08-12,19,0,11,0,4,4,0,8,11,13,6,2591,18,1179,531,806,52,5,1283,1308,1701,890
2020-08-13,9,0,6,0,2,1,0,3,6,4,5,2600,18,1185,531,808,53,5,1286,1314,1705,895
2020-08-14,18,0,4,1,9,4,0,7,11,6,12,2618,18,1189,532,817,57,5,1293,1325,1711,907
2020-08-15,11,0,5,0,5,1,0,2,9,4,7,2629,18,1194,532,822,58,5,1295,1334,1715,914
2020-08-16,12,1,8,1,1,1,0,0,12,3,9,2642,19,1202,534,823,59,5,1295,1347,1719,923
2020-08-17,9,0,5,1,1,2,0,2,7,4,5,2651,19,1207,535,824,61,5,1297,1354,1723,928
2020-08-18,11,0,3,2,3,3,0,6,5,6,5,2662,19,1210,537,827,64,5,1303,1359,1729,933
2020-08-19,14,0,8,2,4,0,0,2,12,2,12,2676,19,1218,539,831,64,5,1305,1371,1731,945
2020-08-20,12,0,3,4,5,0,0,2,10,5,7,2688,19,1221,543,836,64,5,1307,1381,1736,952
2020-08-21,9,0,5,0,3,1,0,3,6,5,4,2697,19,1226,543,839,65,5,1310,1387,1741,956
2020-08-22,17,0,11,0,3,3,0,4,13,5,12,2716,19,1239,543,842,68,5,1314,1402,1747,969
2020-08-23,10,0,9,1,0,0,0,4,6,4,6,2726,19,1248,544,842,68,5,1318,1408,1751,975
2020-08-24,8,0,5,2,1,0,0,4,4,3,5,2734,19,1253,546,843,68,5,1322,1412,1754,980
2020-08-25,16,0,6,2,8,0,0,3,13,3,13,2750,19,1259,548,851,68,5,1325,1425,1757,993
2020-08-26,13,0,7,0,3,3,0,3,10,7,6,2763,19,1266,548,854,71,5,1328,1435,1764,999
2020-08-27,7,0,5,0,2,0,0,3,4,3,4,2770,19,1271,548,856,71,5,1331,1439,1767,1003
2020-08-28,12,0,9,0,3,0,0,8,4,8,4,2782,19,1280,548,859,71,5,1339,1443,1775,1007
2020-08-29,15,0,9,0,5,1,0,5,10,7,8,2797,19,1289,548,864,72,5,1344,1453,1782,1015
2020-08-30,16,1,10,0,5,0,0,7,9,10,6,2813,20,1299,548,869,72,5,1351,1462,1792,1021
2020-08-31,10,0,5,3,2,0,0,3,7,3,7,2823,20,1304,551,871,72,5,1354,1469,1795,1028
2020-09-01,13,0,6,1,2,4,0,4,9,6,7,2836,20,1310,552,873,76,5,1358,1478,1801,1035
2020-09-02,14,0,6,1,7,0,0,3,11,8,6,2851,20,1316,553,881,76,5,1361,1490,1809,1042
2020-09-03,7,0,2,1,3,1,0,3,4,3,4,2858,20,1318,554,884,77,5,1364,1494,1812,1046
2020-09-04,9,2,2,2,2,1,0,4,5,5,4,2867,22,1320,556,886,78,5,1368,1499,1817,1050
2020-09-05,10,1,4,0,5,0,0,4,6,6,4,2877,23,1324,556,891,78,5,1372,1505,1823,1054
2020-09-06,15,0,11,1,3,0,0,4,11,9,6,2892,23,1335,557,894,78,5,1376,1516,1832,1060
2020-09-07,11,0,8,2,0,1,0,4,7,5,6,2903,23,1343,559,894,79,5,1380,1523,1837,1066
2020-09-08,16,0,11,4,0,1,0,4,12,8,8,2921,23,1355,563,895,80,5,1384,1537,1847,1074
2020-09-09,12,0,7,1,3,1,0,4,8,2,10,2933,23,1373,553,898,81,5,1388,1545,1849,1084
2020-09-10,14,0,9,0,3,1,1,4,10,7,7,2947,23,1382,553,901,82,6,1392,1555,1856,1091
2020-09-11,15,0,10,0,1,0,4,9,6,4,11,2963,23,1393,553,902,82,10,1401,1562,1860,1103
2020-09-12,18,0,11,0,3,0,4,10,8,5,13,2981,23,1404,553,905,82,14,1411,1570,1865,1116
2020-09-13,22,0,18,1,3,0,0,7,15,9,13,3003,23,1422,554,908,82,14,1418,1585,1874,1129
2020-09-14,11,0,11,0,0,0,0,5,6,0,11,3014,23,1433,554,908,82,14,1423,1591,1874,1140
2020-09-15,15,0,5,2,8,0,0,5,10,8,7,3029,23,1438,556,916,82,14,1428,1601,1882,1147
2020-09-16,8,0,3,2,2,1,0,2,6,5,3,3038,23,1442,558,918,83,14,1430,1608,1888,1150
2020-09-17,8,0,6,0,2,0,0,2,6,5,3,3046,23,1449,557,920,83,14,1432,1614,1893,1153
2020-09-18,17,0,9,3,5,0,0,2,15,5,12,3063,23,1458,560,925,83,14,1434,1629,1898,1165
2020-09-19,4,0,4,0,0,0,0,1,3,2,2,3067,23,1462,560,925,83,14,1435,1632,1900,1167
2020-09-20,10,0,6,3,1,0,0,6,4,1,9,3077,23,1468,563,926,83,14,1441,1636,1901,1176
2020-09-21,15,0,11,3,0,0,1,10,5,4,11,3092,23,1479,566,926,83,15,1451,1641,1905,1187
2020-09-22,10,0,5,1,4,0,0,2,8,1,9,3102,23,1484,567,930,83,15,1453,1649,1906,1196
2020-09-23,11,0,8,2,1,0,0,6,5,5,6,3114,23,1492,570,931,83,15,1459,1655,1912,1202
2020-09-24,15,0,10,3,2,0,0,5,10,3,12,3129,23,1502,573,933,83,15,1464,1665,1915,1214
2020-09-25,19,0,15,2,2,0,0,6,13,3,16,3149,23,1518,574,936,83,15,1470,1679,1919,1230
2020-09-26,12,0,10,1,1,0,0,9,3,7,5,3161,23,1536,567,937,83,15,1479,1682,1926,1235
2020-09-27,22,0,18,3,1,0,0,11,11,9,13,3183,23,1554,570,938,83,15,1490,1693,1935,1248
2020-09-28,10,0,8,1,1,0,0,7,3,7,3,3193,23,1562,571,939,83,15,1497,1696,1942,1251
2020-09-29,15,0,9,2,4,0,0,9,6,3,12,3208,23,1571,573,943,83,15,1506,1702,1945,1263
2020-09-30,20,0,18,1,1,0,0,5,15,5,15,3228,23,1589,574,944,83,15,1511,1717,1950,1278
2020-10-01,10,0,8,0,1,1,0,6,4,2,8,3237,23,1596,574,945,84,15,1517,1720,1952,1285
2020-10-02,10,0,7,3,0,0,0,6,4,5,5,3247,23,1603,577,945,84,15,1523,1724,1957,1290
2020-10-03,23,0,12,5,3,3,0,14,9,10,13,3270,23,1615,582,948,87,15,1537,1733,1967,1303
2020-10-04,17,0,13,3,1,0,0,9,8,6,11,3287,23,1628,585,949,87,15,1546,1741,1973,1314
2020-10-05,9,0,3,4,2,0,0,2,7,7,2,3296,23,1631,589,951,87,15,1548,1748,1980,1316
2020-10-06,9,0,4,3,1,1,0,5,4,3,6,3305,23,1635,592,952,88,15,1553,1752,1983,1322
2020-10-07,20,1,15,2,0,2,0,7,13,11,9,3325,24,1650,594,952,90,15,1560,1765,1994,1331
2020-10-08,9,0,5,1,3,0,0,3,6,2,7,3334,24,1655,595,955,90,15,1563,1771,1996,1338
2020-10-09,16,0,5,1,8,2,0,6,10,4,12,3350,24,1660,596,963,92,15,1569,1781,2000,1350
2020-10-10,11,0,6,5,0,0,0,5,6,6,5,3361,24,1666,601,963,92,15,1574,1787,2006,1355
2020-10-11,12,0,8,2,2,0,0,3,9,6,6,3373,24,1674,603,965,92,15,1577,1796,2012,1361
2020-10-12,29,0,25,1,2,1,0,9,20,5,24,3402,24,1699,604,967,93,15,1586,1816,2017,1385
2020-10-13,33,0,26,1,6,0,0,21,12,4,29,3435,24,1725,605,973,93,15,1607,1828,2021,1414
2020-10-14,31,0,16,0,15,0,0,14,17,2,29,3466,24,1741,605,988,93,15,1621,1845,2023,1443
2020-10-15,15,0,7,3,4,1,0,6,9,3,12,3470,24,1737,608,992,94,15,1616,1854,2026,1444
2020-10-16,6,0,3,1,2,0,0,3,3,1,5,3476,24,1740,609,994,94,15,1619,1857,2027,1449
2020-10-17,11,0,7,3,1,0,0,5,6,7,4,3487,24,1747,612,995,94,15,1624,1863,2034,1453
2020-10-18,20,0,17,1,2,0,0,13,7,4,16,3507,24,1764,613,997,94,15,1637,1870,2038,1469
2020-10-19,26,0,15,7,3,1,0,12,14,8,18,3533,24,1779,620,1000,95,15,1649,1884,2047,1486
2020-10-20,17,2,3,3,8,1,0,3,14,3,14,3550,26,1782,623,1008,96,15,1652,1898,2050,1500
2020-10-21,34,0,19,11,3,1,0,22,12,9,25,3584,26,1801,634,1011,97,15,1674,1910,2059,1525
2020-10-22,17,0,7,5,3,2,0,9,8,4,13,3599,26,1806,639,1014,99,15,1681,1918,2063,1536
2020-10-23,17,0,8,3,6,0,0,8,9,6,11,3616,26,1814,642,1020,99,15,1689,1927,2069,1547
2020-10-24,11,0,6,1,4,0,0,6,5,4,7,3627,26,1820,643,1024,99,15,1695,1932,2073,1554
2020-10-25,11,0,6,4,0,1,0,9,2,3,8,3638,26,1826,647,1024,100,15,1704,1934,2076,1562
2020-10-26,25,0,17,6,1,1,0,17,8,10,15,3663,26,1843,653,1025,101,15,1721,1942,2086,1577
2020-10-27,16,0,3,6,7,0,0,5,11,6,10,3679,26,1846,659,1032,101,15,1726,1953,2092,1587
2020-10-28,7,0,3,2,0,2,0,2,5,2,5,3686,26,1850,660,1032,103,15,1728,1958,2094,1592
2020-10-29,19,0,10,1,8,0,0,9,10,6,13,3705,26,1860,661,1040,103,15,1737,1968,2100,1605
2020-10-30,21,0,8,4,9,0,0,4,17,11,10,3726,26,1868,665,1049,103,15,1741,1985,2111,1615
2020-10-31,31,0,23,2,6,0,0,25,6,5,26,3755,26,1890,667,1054,103,15,1766,1989,2116,1639
2020-11-01,23,0,19,3,1,0,0,14,9,11,12,3778,26,1909,670,1055,103,15,1780,1998,2127,1651
2020-11-02,18,0,11,4,3,0,0,7,11,6,12,3796,26,1920,674,1058,103,15,1787,2009,2133,1663
2020-11-03,29,0,7,8,13,1,0,12,17,13,16,3825,26,1927,682,1071,104,15,1799,2026,2146,1679
2020-11-04,20,0,7,8,5,0,0,11,9,9,11,3845,26,1934,690,1076,104,15,1810,2035,2155,1690
2020-11-05,17,0,9,5,3,0,0,6,11,5,12,3862,26,1943,695,1079,104,15,1816,2046,2160,1702
2020-11-06,28,0,9,4,12,1,2,11,17,5,23,3890,26,1952,699,1091,105,17,1827,2063,2165,1725
2020-11-07,17,0,4,4,6,3,0,8,9,6,11,3907,26,1956,703,1097,108,17,1835,2072,2171,1736
2020-11-08,25,0,6,9,8,2,0,14,11,17,8,3932,26,1962,712,1105,110,17,1849,2083,2188,1744
2020-11-09,27,0,13,8,5,1,0,11,16,16,11,3959,26,1975,720,1110,111,17,1860,2099,2204,1755
