tDate,Man,Female,BetweenAge0_9,BetweenAge10_19,BetweenAge20_29,BetweenAge30_39,BetweenAge40_49,BetweenAge50_59,BetweenAge60_69,BetweenAge70_79,BetweenAge80_89,BetweenAge90_99,BetweenAge100,Man_BetweenAge0_9,Man_BetweenAge10_19,Man_BetweenAge20_29,Man_BetweenAge30_39,Man_BetweenAge40_49,Man_BetweenAge50_59,Man_BetweenAge60_69,Man_BetweenAge70_79,Man_BetweenAge80_89,Man_BetweenAge90_99,Man_BetweenAge100,Female_BetweenAge0_9,Female_BetweenAge10_19,Female_BetweenAge20_29,Female_BetweenAge30_39,Female_BetweenAge40_49,Female_BetweenAge50_59,Female_BetweenAge60_69,Female_BetweenAge70_79,Female_BetweenAge80_89,Female_BetweenAge90_99,Female_BetweenAge100
2020-02-26,94,159,1,7,78,32,32,43,43,12,5,0,0,0,2,31,14,10,15,13,7,2,0,0,1,5,47,18,22,28,30,5,3,0,0
2020-02-27,176,273,6,20,167,49,59,80,42,21,5,0,0,5,10,73,23,20,18,13,12,2,0,0,1,10,94,26,39,62,29,9,3,0,0
2020-02-28,156,271,4,24,114,59,66,87,44,19,8,2,0,3,17,53,21,20,19,12,7,3,1,0,1,7,61,38,46,68,32,12,5,1,0
2020-02-29,324,585,6,24,302,108,134,149,120,41,24,1,0,3,15,128,42,26,39,46,18,7,0,0,3,9,174,66,108,110,74,23,17,1,0
2020-03-01,236,359,7,42,200,66,81,103,63,24,9,0,0,5,22,91,32,23,29,25,6,3,0,0,2,20,109,34,58,74,38,18,6,0,0
2020-03-02,262,424,5,29,181,82,113,146,82,33,13,2,0,4,16,82,41,37,39,28,10,4,1,0,1,13,99,41,76,107,54,23,9,1,0
2020-03-03,219,381,3,37,179,73,81,118,65,32,10,2,0,0,20,81,32,26,29,18,11,2,0,0,3,17,98,41,55,89,47,21,8,2,0
2020-03-04,186,330,0,29,158,53,79,100,47,35,14,1,0,0,15,76,20,15,22,16,16,6,0,0,0,14,82,33,64,78,31,19,8,1,0
2020-03-05,153,285,4,25,154,27,54,74,53,30,14,3,0,2,9,70,9,10,18,19,9,6,1,0,2,16,84,18,44,56,34,21,8,2,0
2020-03-06,197,321,7,35,148,33,43,89,65,54,29,15,0,2,20,75,13,10,24,20,21,9,3,0,5,15,73,20,33,65,45,33,20,12,0
2020-03-07,176,307,7,34,154,33,54,70,65,43,20,3,0,3,17,70,12,14,21,19,13,7,0,0,4,17,84,21,40,49,46,30,13,3,0
2020-03-08,172,195,6,33,103,32,34,64,48,26,15,6,0,2,21,57,16,14,25,18,11,7,1,0,4,12,46,16,20,39,30,15,8,5,0
2020-03-09,103,145,8,18,60,18,30,42,38,29,5,0,0,4,8,33,6,10,11,16,13,2,0,0,4,10,27,12,20,31,22,16,3,0,0
2020-03-10,53,78,1,12,21,11,25,26,13,16,6,0,0,1,3,9,4,9,8,7,7,5,0,0,0,9,12,7,16,18,6,9,1,0,0
2020-03-11,95,147,8,12,25,15,52,56,31,29,11,2,1,5,8,13,3,12,19,14,13,7,1,0,3,4,12,12,40,37,17,16,4,1,1
2020-03-12,47,67,1,7,21,8,18,25,12,14,8,0,0,1,3,7,4,8,9,7,6,2,0,0,0,4,14,4,10,16,5,8,6,0,0
2020-03-13,50,60,1,9,13,12,16,28,13,9,6,3,0,0,3,8,6,8,13,7,3,2,0,0,1,6,5,6,8,15,6,6,4,3,0
2020-03-14,57,50,4,3,15,10,16,27,15,9,7,1,0,3,2,10,6,9,14,4,5,4,0,0,1,1,5,4,7,13,11,4,3,1,0
2020-03-15,35,41,2,3,12,9,9,17,12,10,2,0,0,1,1,6,4,5,6,6,5,1,0,0,1,2,6,5,4,11,6,5,1,0,0
2020-03-16,33,41,2,5,13,7,6,17,12,5,6,1,0,2,2,4,4,3,6,7,3,2,0,0,0,3,9,3,3,11,5,2,4,1,0
2020-03-17,31,53,1,4,17,7,17,16,10,8,4,0,0,1,2,9,1,7,2,4,4,1,0,0,0,2,8,6,10,14,6,4,3,0,0
2020-03-18,40,53,1,2,12,17,7,14,25,3,10,2,0,1,2,6,8,4,6,10,2,1,0,0,0,0,6,9,3,8,15,1,9,2,0
2020-03-19,57,95,5,5,16,13,10,27,21,20,28,7,0,4,1,10,7,4,10,7,6,7,1,0,1,4,6,6,6,17,14,14,21,6,0
2020-03-20,33,54,6,8,7,7,12,14,19,6,7,1,0,4,5,3,2,5,3,8,2,1,0,0,2,3,4,5,7,11,11,4,6,1,0
2020-03-21,57,90,1,6,15,7,10,16,19,21,43,9,0,0,4,8,4,4,9,7,11,8,2,0,1,2,7,3,6,7,12,10,35,7,0
2020-03-22,43,55,2,3,16,9,19,19,13,6,8,3,0,2,2,6,7,7,8,8,1,2,0,0,0,1,10,2,12,11,5,5,6,3,0
2020-03-23,27,37,2,0,21,8,7,11,7,4,4,0,0,0,0,10,3,3,6,1,2,2,0,0,2,0,11,5,4,5,6,2,2,0,0
2020-03-24,40,36,3,7,22,3,6,14,7,9,2,3,0,2,5,8,1,3,8,5,5,1,2,0,1,2,14,2,3,6,2,4,1,1,0
2020-03-25,53,47,0,7,34,23,12,7,9,3,1,4,0,0,2,15,17,7,2,6,3,0,1,0,0,5,19,6,5,5,3,0,1,3,0
2020-03-26,48,56,1,13,35,12,6,14,8,5,9,1,0,1,7,15,6,2,7,4,4,2,0,0,0,6,20,6,4,7,4,1,7,1,0
2020-03-27,40,51,2,8,24,5,4,14,8,14,11,1,0,2,6,7,3,2,8,5,4,3,0,0,0,2,17,2,2,6,3,10,8,1,0
2020-03-28,98,48,1,5,34,19,22,28,31,2,3,1,0,1,2,14,10,16,21,31,2,1,0,0,0,3,20,9,6,7,0,0,2,1,0
2020-03-29,63,42,2,7,35,15,14,19,8,3,1,1,0,2,6,19,8,9,10,6,2,1,0,0,0,1,16,7,5,9,2,1,0,1,0
2020-03-30,35,43,1,5,28,9,5,14,8,5,3,0,0,0,2,12,4,3,6,5,1,2,0,0,1,3,16,5,2,8,3,4,1,0,0
2020-03-31,71,54,0,3,25,10,16,37,18,11,3,2,0,0,1,9,6,5,26,12,10,1,1,0,0,2,16,4,11,11,6,1,2,1,0
2020-04-01,41,60,3,4,28,14,11,14,10,7,5,5,0,1,4,8,8,1,9,4,2,4,0,0,2,0,20,6,10,5,6,5,1,5,0
2020-04-02,34,55,3,3,22,16,11,15,12,5,2,0,0,0,2,6,9,4,7,5,0,1,0,0,3,1,16,7,7,8,7,5,1,0,0
2020-04-03,34,52,2,6,30,9,13,9,9,5,3,0,0,0,1,11,2,7,4,4,3,2,0,0,2,5,19,7,6,5,5,2,1,0,0
2020-04-04,39,55,1,2,27,14,8,10,17,10,5,0,0,1,2,9,5,5,4,8,4,1,0,0,0,0,18,9,3,6,9,6,4,0,0
2020-04-05,46,35,2,5,28,17,12,6,7,3,1,0,0,2,4,15,10,7,2,4,2,0,0,0,0,1,13,7,5,4,3,1,1,0,0
2020-04-06,21,26,2,7,15,3,5,2,5,5,2,1,0,2,1,5,1,4,2,2,3,1,0,0,0,6,10,2,1,0,3,2,1,1,0
2020-04-07,18,29,0,2,15,6,7,3,10,3,1,0,0,0,0,6,2,3,1,3,3,0,0,0,0,2,9,4,4,2,7,0,1,0,0
2020-04-08,25,28,0,4,13,9,5,7,8,3,3,1,0,0,1,4,6,2,4,3,2,2,1,0,0,3,9,3,3,3,5,1,1,0,0
2020-04-09,22,17,2,4,12,7,7,1,3,0,2,1,0,1,4,7,4,5,0,0,0,0,1,0,1,0,5,3,2,1,3,0,2,0,0
2020-04-10,15,12,1,1,7,5,2,4,4,2,0,1,0,1,1,4,3,1,1,3,0,0,1,0,0,0,3,2,1,3,1,2,0,0,0
2020-04-11,15,15,1,5,6,2,2,6,7,0,1,0,0,1,4,3,2,1,2,2,0,0,0,0,0,1,3,0,1,4,5,0,1,0,0
2020-04-12,14,18,0,3,12,5,2,4,3,3,0,0,0,0,2,6,2,0,2,1,1,0,0,0,0,1,6,3,2,2,2,2,0,0,0
2020-04-13,14,11,2,1,9,3,1,2,5,1,1,0,0,2,1,5,2,1,0,3,0,0,0,0,0,0,4,1,0,2,2,1,1,0,0
2020-04-14,13,14,0,3,7,4,4,3,3,2,1,0,0,0,2,2,2,2,2,2,0,1,0,0,0,1,5,2,2,1,1,2,0,0,0
2020-04-15,10,17,0,4,10,4,3,2,1,2,1,0,0,0,1,3,1,1,1,1,2,0,0,0,0,3,7,3,2,1,0,0,1,0,0
2020-04-16,6,16,3,3,5,1,2,3,2,1,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,3,1,2,3,2,1,2,0,0
2020-04-17,14,8,1,4,9,3,1,2,1,1,0,0,0,0,3,6,1,1,1,1,1,0,0,0,1,1,3,2,0,1,0,0,0,0,0
2020-04-18,7,11,2,0,9,1,1,2,1,1,1,0,0,0,0,4,0,0,2,0,1,0,0,0,2,0,5,1,1,0,1,0,1,0,0
2020-04-19,4,4,0,2,3,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0
2020-04-20,5,8,0,3,5,2,0,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0
2020-04-21,6,3,0,2,1,0,1,3,0,1,1,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0
2020-04-22,6,5,0,1,3,1,4,0,1,1,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0
2020-04-23,4,4,0,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
2020-04-24,5,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-04-25,4,6,1,1,3,1,2,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0
2020-04-26,6,4,1,0,3,5,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
2020-04-27,4,6,0,2,3,4,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0
2020-04-28,7,7,0,2,5,2,1,2,1,1,0,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0
2020-04-29,4,5,0,0,3,2,3,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0
2020-04-30,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,4,5,0,0,5,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0
2020-05-02,6,0,0,0,3,1,1,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,7,6,0,1,2,3,2,0,2,1,2,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0
2020-05-04,6,2,0,0,2,1,3,0,2,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-05-05,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-05-06,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,3,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-08,7,5,1,0,1,7,2,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0
2020-05-09,17,1,0,2,12,3,0,1,0,0,0,0,0,0,2,11,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-10,24,10,0,3,19,3,4,2,2,1,0,0,0,0,3,17,1,2,0,1,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0
2020-05-11,31,4,0,1,21,8,4,0,1,0,0,0,0,0,1,18,8,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
2020-05-12,20,7,1,4,10,6,2,3,0,0,1,0,0,0,3,8,6,2,1,0,0,0,0,0,1,1,2,0,0,2,0,0,1,0,0
2020-05-13,18,8,1,1,13,5,2,1,1,1,0,1,0,1,1,9,5,1,0,1,0,0,0,0,0,0,4,0,1,1,0,1,0,1,0
2020-05-14,17,12,0,11,14,3,1,0,0,0,0,0,0,0,6,9,2,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0
2020-05-15,17,10,2,3,11,4,2,1,2,2,0,0,0,0,3,9,2,0,1,1,1,0,0,0,2,0,2,2,2,0,1,1,0,0,0
2020-05-16,11,8,2,2,7,3,1,1,3,0,0,0,0,0,2,6,1,1,0,1,0,0,0,0,2,0,1,2,0,1,2,0,0,0,0
2020-05-17,5,8,0,1,5,2,3,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,0
2020-05-18,11,4,0,1,3,4,5,1,1,0,0,0,0,0,1,3,2,4,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
2020-05-19,10,3,1,0,5,0,0,3,3,1,0,0,0,1,0,4,0,0,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2020-05-20,23,9,0,7,12,4,6,1,1,1,0,0,0,0,6,10,2,3,0,1,1,0,0,0,0,1,2,2,3,1,0,0,0,0,0
2020-05-21,9,3,0,4,3,2,3,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2020-05-22,15,5,1,2,8,4,2,2,0,1,0,0,0,0,2,7,3,2,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
2020-05-23,12,11,0,1,2,6,1,9,3,0,1,0,0,0,1,1,3,1,3,3,0,0,0,0,0,0,1,3,0,6,0,0,1,0,0
2020-05-24,15,10,0,2,4,4,7,4,3,1,0,0,0,0,2,4,2,3,3,1,0,0,0,0,0,0,0,2,4,1,2,1,0,0,0
2020-05-25,8,8,0,1,3,3,2,5,2,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0
2020-05-26,13,6,1,1,3,4,3,4,1,2,0,0,0,1,0,2,3,3,2,1,1,0,0,0,0,1,1,1,0,2,0,1,0,0,0
2020-05-27,16,24,3,2,8,6,3,6,8,3,1,0,0,1,1,4,3,1,0,4,2,0,0,0,2,1,4,3,2,6,4,1,1,0,0
2020-05-28,48,31,2,4,15,26,14,12,6,0,0,0,0,1,3,10,17,6,7,4,0,0,0,0,1,1,5,9,8,5,2,0,0,0,0
2020-05-29,31,27,1,6,12,9,10,9,8,0,2,1,0,0,3,8,6,6,2,5,0,1,0,0,1,3,4,3,4,7,3,0,1,1,0
2020-05-30,21,18,1,5,9,2,4,10,4,1,2,1,0,1,5,5,1,4,3,1,0,0,1,0,0,0,4,1,0,7,3,1,2,0,0
2020-05-31,15,12,0,0,9,7,4,6,1,0,0,0,0,0,0,5,3,0,6,1,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0
2020-06-01,12,23,1,2,2,4,6,13,5,2,0,0,0,0,1,0,3,2,4,2,0,0,0,0,1,1,2,1,4,9,3,2,0,0,0
2020-06-02,23,15,0,2,5,3,2,9,11,5,1,0,0,0,2,3,2,1,5,5,4,1,0,0,0,0,2,1,1,4,6,1,0,0,0
2020-06-03,23,26,1,2,5,6,5,9,15,6,0,0,0,0,1,1,4,1,6,6,4,0,0,0,1,1,4,2,4,3,9,2,0,0,0
2020-06-04,19,20,1,1,5,3,2,10,9,6,1,1,0,1,1,4,1,1,3,3,4,1,0,0,0,0,1,2,1,7,6,2,0,1,0
2020-06-05,21,18,1,1,5,2,4,6,10,7,3,0,0,0,1,3,1,2,2,5,5,2,0,0,1,0,2,1,2,4,5,2,1,0,0
2020-06-06,27,24,3,1,2,6,11,8,9,8,3,0,0,2,0,0,3,6,6,4,5,1,0,0,1,1,2,3,5,2,5,3,2,0,0
2020-06-07,30,27,1,6,3,6,8,11,12,8,2,0,0,1,4,0,2,5,6,8,4,0,0,0,0,2,3,4,3,5,4,4,2,0,0
2020-06-08,12,25,1,1,5,2,5,6,11,3,3,0,0,0,1,3,0,2,2,2,1,1,0,0,1,0,2,2,3,4,9,2,2,0,0
2020-06-09,18,20,0,0,3,2,4,10,9,5,5,0,0,0,0,2,2,3,2,4,1,4,0,0,0,0,1,0,1,8,5,4,1,0,0
2020-06-10,22,28,1,2,6,9,1,7,16,7,1,0,0,0,0,4,7,0,1,7,3,0,0,0,1,2,2,2,1,6,9,4,1,0,0
2020-06-11,28,17,1,3,6,10,4,10,5,5,1,0,0,0,3,4,8,3,5,3,2,0,0,0,1,0,2,2,1,5,2,3,1,0,0
2020-06-12,31,25,0,3,11,8,2,16,13,2,1,0,0,0,3,8,6,2,5,5,1,1,0,0,0,0,3,2,0,11,8,1,0,0,0
2020-06-13,19,29,0,2,9,1,3,9,8,6,9,1,0,0,2,3,0,1,4,3,4,2,0,0,0,0,6,1,2,5,5,2,7,1,0
2020-06-14,16,18,0,0,8,3,6,7,8,1,1,0,0,0,0,2,2,4,3,4,0,1,0,0,0,0,6,1,2,4,4,1,0,0,0
2020-06-15,20,17,2,0,5,5,11,6,4,3,1,0,0,2,0,4,4,7,2,0,1,0,0,0,0,0,1,1,4,4,4,2,1,0,0
2020-06-16,22,12,2,1,3,4,4,6,8,6,0,0,0,2,1,1,2,3,4,4,5,0,0,0,0,0,2,2,1,2,4,1,0,0,0
2020-06-17,18,25,2,1,8,14,2,7,3,5,1,0,0,1,1,6,5,0,1,1,2,1,0,0,1,0,2,9,2,6,2,3,0,0,0
2020-06-18,25,34,1,1,10,4,6,9,13,7,7,1,0,1,0,6,2,3,4,4,2,3,0,0,0,1,4,2,3,5,9,5,4,1,0
2020-06-19,25,24,0,2,8,9,3,12,11,3,1,0,0,0,1,6,5,2,7,3,1,0,0,0,0,1,2,4,1,5,8,2,1,0,0
2020-06-20,39,28,2,4,9,13,8,12,13,3,3,0,0,2,2,5,11,7,5,4,2,1,0,0,0,2,4,2,1,7,9,1,2,0,0
2020-06-21,25,23,0,1,5,10,5,8,10,6,2,1,0,0,0,4,8,4,2,6,0,1,0,0,0,1,1,2,1,6,4,6,1,1,0
2020-06-22,9,8,0,1,3,4,1,5,2,1,0,0,0,0,1,1,4,0,2,1,0,0,0,0,0,0,2,0,1,3,1,1,0,0,0
2020-06-23,35,11,3,0,5,9,9,8,7,4,0,1,0,2,0,5,7,8,6,5,2,0,0,0,1,0,0,2,1,2,2,2,0,1,0
2020-06-24,31,20,2,1,3,14,12,10,5,2,1,1,0,1,0,3,11,8,4,1,2,0,1,0,1,1,0,3,4,6,4,0,1,0,0
2020-06-25,16,12,1,2,1,9,2,6,5,2,0,0,0,1,2,1,7,2,3,0,0,0,0,0,0,0,0,2,0,3,5,2,0,0,0
2020-06-26,23,16,1,1,8,10,5,5,6,1,2,0,0,1,1,5,9,3,0,3,1,0,0,0,0,0,3,1,2,5,3,0,2,0,0
2020-06-27,28,23,1,2,14,10,6,5,7,4,2,0,0,0,2,8,6,3,3,3,2,1,0,0,1,0,6,4,3,2,4,2,1,0,0
2020-06-28,38,24,2,3,12,13,9,6,13,3,1,0,0,2,2,7,9,8,2,7,1,0,0,0,0,1,5,4,1,4,6,2,1,0,0
2020-06-29,20,22,3,1,9,5,6,5,12,1,0,0,0,2,1,6,2,3,2,3,1,0,0,0,1,0,3,3,3,3,9,0,0,0,0
2020-06-30,25,17,2,4,10,6,8,6,3,3,0,0,0,1,2,6,3,6,4,1,2,0,0,0,1,2,4,3,2,2,2,1,0,0,0
2020-07-01,29,22,0,2,4,12,2,17,6,7,1,0,0,0,2,1,9,1,10,3,3,0,0,0,0,0,3,3,1,7,3,4,1,0,0
2020-07-02,31,23,2,2,8,6,2,14,12,7,1,0,0,2,0,5,6,1,8,6,3,0,0,0,0,2,3,0,1,6,6,4,1,0,0
2020-07-03,31,30,1,10,10,10,6,7,10,4,1,2,0,1,5,7,7,3,3,4,1,0,0,0,0,5,3,3,3,4,6,3,1,2,0
2020-07-04,38,25,3,2,12,16,8,8,9,2,2,1,0,2,2,7,10,3,6,6,1,1,0,0,1,0,5,6,5,2,3,1,1,1,0
2020-07-05,31,30,3,3,8,9,11,7,14,6,0,0,0,3,3,3,4,3,4,8,3,0,0,0,0,0,5,5,8,3,6,3,0,0,0
2020-07-06,26,22,5,1,8,9,6,9,5,2,2,1,0,4,1,5,6,3,5,2,0,0,0,0,1,0,3,3,3,4,3,2,2,1,0
2020-07-07,22,22,1,2,11,7,7,7,7,2,0,0,0,0,2,5,4,3,4,4,0,0,0,0,1,0,6,3,4,3,3,2,0,0,0
2020-07-08,35,27,1,3,11,11,15,9,5,6,1,0,0,0,3,7,6,11,5,3,0,0,0,0,1,0,4,5,4,4,2,6,1,0,0
