tDate,Country,Province,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,2,0
2020-03-24,United States,Alabama,4,0,6,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,1,0,4,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,1,0,8,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,1,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,1,0
2020-03-24,United States,Alabama,1,0,2,0
2020-03-24,United States,Alabama,15,0,100,0
2020-03-24,United States,Alabama,0,0,1,0
2020-03-24,United States,Alabama,3,0,6,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,7,0,27,0
2020-03-24,United States,Alabama,4,0,6,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,1,0,28,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,1,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,5,0,9,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,1,0,9,0
2020-03-24,United States,Alabama,1,0,3,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,1,0,1,0
2020-03-24,United States,Alabama,1,0,1,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,1,0
2020-03-24,United States,Alabama,13,0,41,0
2020-03-24,United States,Alabama,2,0,7,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,3,0,4,0
2020-03-24,United States,Alabama,2,0,3,0
2020-03-24,United States,Alabama,1,0,12,0
2020-03-24,United States,Alabama,4,0,7,0
2020-03-24,United States,Alabama,0,0,1,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alabama,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,4,0,17,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,7,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,1,0
2020-03-24,United States,Alaska,0,0,3,0
2020-03-24,United States,Alaska,0,0,6,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,Alaska,0,0,0,0
2020-03-24,United States,American Samoa,0,0,0,0
2020-03-24,United States,Arizona,0,0,4,0
2020-03-24,United States,Arizona,0,0,1,0
2020-03-24,United States,Arizona,1,0,18,0
2020-03-24,United States,Arizona,0,0,0,0
2020-03-24,United States,Arizona,0,0,2,0
2020-03-24,United States,Arizona,0,0,0,0
2020-03-24,United States,Arizona,0,0,0,0
2020-03-24,United States,Arizona,60,0,199,2
2020-03-24,United States,Arizona,0,0,0,0
2020-03-24,United States,Arizona,7,0,32,0
2020-03-24,United States,Arizona,18,1,42,1
2020-03-24,United States,Arizona,5,0,22,0
2020-03-24,United States,Arizona,0,0,1,0
2020-03-24,United States,Arizona,0,0,0,2
2020-03-24,United States,Arizona,0,0,3,0
2020-03-24,United States,Arizona,0,0,2,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,4,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,-1,0,6,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,5,1,32,1
2020-03-24,United States,Arkansas,0,0,3,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,4,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,1,0,1,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,2,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,4,0,14,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,1,0,10,0
2020-03-24,United States,Arkansas,0,0,3,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,1,0,1,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,3,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,21,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,2,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,1,0,1,0
2020-03-24,United States,Arkansas,0,0,3,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,3,0,64,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,4,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,2,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,10,1,13,1
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,2,0,5,0
2020-03-24,United States,Arkansas,0,0,5,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,1,0
2020-03-24,United States,Arkansas,0,0,0,0
2020-03-24,United States,California,17,1,135,2
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,1,0,2,0
2020-03-24,United States,California,0,0,2,0
2020-03-24,United States,California,0,0,2,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,15,0,86,1
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,2,0
2020-03-24,United States,California,7,0,13,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,2,0,4,0
2020-03-24,United States,California,0,0,6,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,1,0,13,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,126,4,662,11
2020-03-24,United States,California,3,0,6,0
2020-03-24,United States,California,9,0,47,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,1,0,2,0
2020-03-24,United States,California,0,0,1,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,1,0
2020-03-24,United States,California,6,0,20,1
2020-03-24,United States,California,0,0,2,0
2020-03-24,United States,California,1,0,3,0
2020-03-24,United States,California,27,0,152,0
2020-03-24,United States,California,8,0,20,1
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,11,0,57,6
2020-03-24,United States,California,0,0,88,4
2020-03-24,United States,California,0,0,6,1
2020-03-24,United States,California,14,0,31,0
2020-03-24,United States,California,25,0,226,1
2020-03-24,United States,California,21,0,152,0
2020-03-24,United States,California,10,0,51,2
2020-03-24,United States,California,15,0,42,0
2020-03-24,United States,California,19,0,161,1
2020-03-24,United States,California,0,0,18,0
2020-03-24,United States,California,73,4,375,17
2020-03-24,United States,California,0,0,22,0
2020-03-24,United States,California,0,0,2,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,2,0
2020-03-24,United States,California,7,0,21,0
2020-03-24,United States,California,0,0,29,1
2020-03-24,United States,California,3,0,11,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,1,0,17,0
2020-03-24,United States,California,0,0,0,0
2020-03-24,United States,California,5,0,35,1
2020-03-24,United States,California,2,0,8,1
2020-03-24,United States,California,0,0,3,0
2020-03-24,United States,Colorado,7,0,25,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,58,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,39,0
2020-03-24,United States,Colorado,1,0,2,0
2020-03-24,United States,Colorado,0,0,3,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,3,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,1,1
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,148,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,48,0
2020-03-24,United States,Colorado,0,0,92,1
2020-03-24,United States,Colorado,0,1,69,4
2020-03-24,United States,Colorado,0,0,3,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,8,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,2,0
2020-03-24,United States,Colorado,0,0,28,0
2020-03-24,United States,Colorado,0,0,1,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,55,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,34,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,2,0
2020-03-24,United States,Colorado,0,0,5,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,1,0
2020-03-24,United States,Colorado,1,0,3,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,1,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,2,0,18,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,3,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,3,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,1,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,1,0,8,0
2020-03-24,United States,Colorado,3,0,3,0
2020-03-24,United States,Colorado,4,0,5,0
2020-03-24,United States,Colorado,0,0,0,0
2020-03-24,United States,Colorado,0,0,50,2
2020-03-24,United States,Colorado,0,0,1,0
2020-03-24,United States,Connecticut,114,1,384,7
2020-03-24,United States,Connecticut,27,0,88,2
2020-03-24,United States,Connecticut,9,0,22,0
2020-03-24,United States,Connecticut,0,0,8,0
2020-03-24,United States,Connecticut,48,0,89,0
2020-03-24,United States,Connecticut,2,0,6,0
2020-03-24,United States,Connecticut,3,1,19,3
2020-03-24,United States,Connecticut,0,0,2,0
2020-03-24,United States,Delaware,4,0,10,0
2020-03-24,United States,Delaware,27,0,71,0
2020-03-24,United States,Delaware,5,0,23,0
2020-03-24,United States,Diamond Princess,0,0,49,0
2020-03-24,United States,District of Columbia,21,0,141,2
2020-03-24,United States,Florida,1,0,37,0
2020-03-24,United States,Florida,1,0,4,0
2020-03-24,United States,Florida,0,0,1,0
2020-03-24,United States,Florida,0,0,1,0
2020-03-24,United States,Florida,2,0,9,0
2020-03-24,United States,Florida,48,0,311,3
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,3,0
2020-03-24,United States,Florida,0,0,9,0
2020-03-24,United States,Florida,2,0,10,2
2020-03-24,United States,Florida,2,0,41,0
2020-03-24,United States,Florida,1,0,3,0
2020-03-24,United States,Florida,0,0,1,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,50,1
2020-03-24,United States,Florida,1,0,10,0
2020-03-24,United States,Florida,1,0,4,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,1,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,5,0
2020-03-24,United States,Florida,2,0,4,0
2020-03-24,United States,Florida,16,0,91,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,1,0,11,0
2020-03-24,United States,Florida,0,0,1,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,5,0,14,0
2020-03-24,United States,Florida,2,0,32,2
2020-03-24,United States,Florida,2,0,8,1
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,1,0,16,1
2020-03-24,United States,Florida,0,0,4,0
2020-03-24,United States,Florida,0,0,4,0
2020-03-24,United States,Florida,60,0,338,0
2020-03-24,United States,Florida,1,0,3,0
2020-03-24,United States,Florida,0,0,1,0
2020-03-24,United States,Florida,0,0,14,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,2,0,50,2
2020-03-24,United States,Florida,1,0,26,0
2020-03-24,United States,Florida,12,0,101,3
2020-03-24,United States,Florida,1,0,15,1
2020-03-24,United States,Florida,4,0,45,0
2020-03-24,United States,Florida,0,0,13,0
2020-03-24,United States,Florida,0,0,2,0
2020-03-24,United States,Florida,0,0,4,1
2020-03-24,United States,Florida,5,0,26,0
2020-03-24,United States,Florida,1,0,23,0
2020-03-24,United States,Florida,4,0,22,0
2020-03-24,United States,Florida,1,0,6,0
2020-03-24,United States,Florida,2,0,10,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,0,0,0,1
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,2,0,18,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Florida,1,0,10,0
2020-03-24,United States,Florida,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,2,0,2,0
2020-03-24,United States,Georgia,0,0,2,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,13,0,74,1
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,2,0,4,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,2,0,2,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,2,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,5,0,26,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,3,0,7,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,8,0,28,0
2020-03-24,United States,Georgia,2,0,16,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,3,0,21,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,7,0,86,2
2020-03-24,United States,Georgia,1,0,2,0
2020-03-24,United States,Georgia,2,0,2,0
2020-03-24,United States,Georgia,1,0,4,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,10,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,3,0,3,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,19,0,94,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,26,0,90,6
2020-03-24,United States,Georgia,4,0,11,0
2020-03-24,United States,Georgia,0,0,2,1
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,2,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,2,0,12,1
2020-03-24,United States,Georgia,1,0,11,1
2020-03-24,United States,Georgia,1,0,8,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,39,0,184,2
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,5,0
2020-03-24,United States,Georgia,2,0,7,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,11,0,45,1
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,4,0,14,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,4,0,13,0
2020-03-24,United States,Georgia,2,0,3,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,3,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,3,0,5,0
2020-03-24,United States,Georgia,4,0,20,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,2,0,10,0
2020-03-24,United States,Georgia,1,0,3,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,3,0,3,0
2020-03-24,United States,Georgia,2,0,3,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,3,0
2020-03-24,United States,Georgia,1,0,5,0
2020-03-24,United States,Georgia,2,0,5,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,1,0,6,0
2020-03-24,United States,Georgia,0,0,3,0
2020-03-24,United States,Georgia,2,0,4,0
2020-03-24,United States,Georgia,0,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,4,0,8,0
2020-03-24,United States,Georgia,1,0,1,0
2020-03-24,United States,Georgia,0,0,0,0
2020-03-24,United States,Georgia,0,0,0,0
