tDate,Country,Province,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,1,0,1,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,3,0
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,1,2,94,2
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,6,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,0,0,2,0
2020-03-30,United States,Arkansas,3,0,5,0
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,18,-3,49,2
2020-03-30,United States,Arkansas,2,0,7,0
2020-03-30,United States,Arkansas,3,0,20,0
2020-03-30,United States,Arkansas,1,0,15,0
2020-03-30,United States,Arkansas,0,0,6,0
2020-03-30,United States,Arkansas,0,0,1,0
2020-03-30,United States,Arkansas,0,0,0,0
2020-03-30,United States,California,13,1,283,7
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,0,0,2,0
2020-03-30,United States,California,0,0,5,0
2020-03-30,United States,California,0,0,3,0
2020-03-30,United States,California,0,0,1,0
2020-03-30,United States,California,19,0,187,3
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,0,0,12,0
2020-03-30,United States,California,0,0,43,0
2020-03-30,United States,California,0,0,1,0
2020-03-30,United States,California,0,0,18,0
2020-03-30,United States,California,0,0,25,0
2020-03-30,United States,California,0,0,8,0
2020-03-30,United States,California,9,0,60,1
2020-03-30,United States,California,0,0,2,0
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,645,12,2474,44
2020-03-30,United States,California,3,0,18,1
2020-03-30,United States,California,19,0,93,1
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,1,0,4,0
2020-03-30,United States,California,1,0,9,0
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,2,0,13,0
2020-03-30,United States,California,0,0,36,1
2020-03-30,United States,California,4,0,14,0
2020-03-30,United States,California,5,0,17,0
2020-03-30,United States,California,33,0,464,4
2020-03-30,United States,California,0,0,53,2
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,96,1,291,9
2020-03-30,United States,California,60,1,224,7
2020-03-30,United States,California,0,0,14,1
2020-03-30,United States,California,35,0,111,3
2020-03-30,United States,California,31,0,515,7
2020-03-30,United States,California,34,2,374,6
2020-03-30,United States,California,10,2,123,6
2020-03-30,United States,California,4,0,71,0
2020-03-30,United States,California,32,0,309,6
2020-03-30,United States,California,4,0,68,0
2020-03-30,United States,California,202,1,848,31
2020-03-30,United States,California,3,0,44,1
2020-03-30,United States,California,0,0,4,1
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,1,0,4,0
2020-03-30,United States,California,0,0,34,0
2020-03-30,United States,California,0,0,58,1
2020-03-30,United States,California,2,0,31,0
2020-03-30,United States,California,0,0,6,0
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,6,0,35,1
2020-03-30,United States,California,0,0,0,0
2020-03-30,United States,California,0,-1,0,0
2020-03-30,United States,California,11,1,109,4
2020-03-30,United States,California,0,0,16,1
2020-03-30,United States,California,1,0,4,0
2020-03-30,United States,Colorado,0,0,110,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,241,3
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,90,1
2020-03-30,United States,Colorado,0,0,17,0
2020-03-30,United States,Colorado,0,0,15,1
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,3,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,1,1
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,408,5
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,102,0
2020-03-30,United States,Colorado,0,0,187,2
2020-03-30,United States,Colorado,0,0,214,11
2020-03-30,United States,Colorado,0,0,3,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,25,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,2,0
2020-03-30,United States,Colorado,0,0,79,1
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,213,5
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,21,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,84,3
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,5,0
2020-03-30,United States,Colorado,1,0,12,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,2,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,8,0
2020-03-30,United States,Colorado,0,0,5,0
2020-03-30,United States,Colorado,0,0,3,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,3,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,27,2
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,10,1
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,3,0
2020-03-30,United States,Colorado,0,0,16,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,0,0
2020-03-30,United States,Colorado,3,0,14,0
2020-03-30,United States,Colorado,0,0,7,1
2020-03-30,United States,Colorado,0,0,186,1
2020-03-30,United States,Colorado,0,0,1,0
2020-03-30,United States,Colorado,0,0,180,9
2020-03-30,United States,Colorado,0,0,2,0
2020-03-30,United States,Connecticut,200,0,1445,21
2020-03-30,United States,Connecticut,54,1,330,3
2020-03-30,United States,Connecticut,26,1,113,1
2020-03-30,United States,Connecticut,12,0,50,1
2020-03-30,United States,Connecticut,93,0,373,6
2020-03-30,United States,Connecticut,4,0,24,0
2020-03-30,United States,Connecticut,10,0,50,4
2020-03-30,United States,Connecticut,0,0,176,0
2020-03-30,United States,Connecticut,3,0,10,0
2020-03-30,United States,Delaware,2,0,27,0
2020-03-30,United States,Delaware,15,0,156,0
2020-03-30,United States,Delaware,15,0,81,0
2020-03-30,United States,Diamond Princess,0,0,49,0
2020-03-30,United States,District of Columbia,59,4,401,9
2020-03-30,United States,Florida,8,0,79,0
2020-03-30,United States,Florida,1,0,8,0
2020-03-30,United States,Florida,0,0,6,0
2020-03-30,United States,Florida,1,0,2,0
2020-03-30,United States,Florida,3,0,31,0
2020-03-30,United States,Florida,314,0,1152,11
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,2,0,18,0
2020-03-30,United States,Florida,2,0,17,1
2020-03-30,United States,Florida,5,0,35,4
2020-03-30,United States,Florida,24,1,119,1
2020-03-30,United States,Florida,0,0,3,0
2020-03-30,United States,Florida,0,0,7,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,33,0,158,3
2020-03-30,United States,Florida,12,0,42,0
2020-03-30,United States,Florida,0,0,13,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,0,0,1,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,3,0,3,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,2,0,3,0
2020-03-30,United States,Florida,7,0,21,0
2020-03-30,United States,Florida,3,0,13,1
2020-03-30,United States,Florida,35,0,253,2
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,7,0,24,0
2020-03-30,United States,Florida,1,0,2,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,9,0,47,0
2020-03-30,United States,Florida,40,0,164,6
2020-03-30,United States,Florida,3,0,21,0
2020-03-30,United States,Florida,0,0,2,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,6,0,39,1
2020-03-30,United States,Florida,3,0,23,0
2020-03-30,United States,Florida,1,0,27,0
2020-03-30,United States,Florida,440,0,1632,3
2020-03-30,United States,Florida,2,0,24,0
2020-03-30,United States,Florida,1,0,8,0
2020-03-30,United States,Florida,4,0,35,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,47,0,293,4
2020-03-30,United States,Florida,11,0,94,0
2020-03-30,United States,Florida,90,2,423,7
2020-03-30,United States,Florida,4,0,38,2
2020-03-30,United States,Florida,13,1,126,5
2020-03-30,United States,Florida,16,0,55,0
2020-03-30,United States,Florida,1,0,13,0
2020-03-30,United States,Florida,10,0,30,1
2020-03-30,United States,Florida,11,0,61,2
2020-03-30,United States,Florida,11,0,87,0
2020-03-30,United States,Florida,10,0,60,2
2020-03-30,United States,Florida,6,1,29,2
2020-03-30,United States,Florida,3,0,46,0
2020-03-30,United States,Florida,2,0,3,0
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,1,2,1,4
2020-03-30,United States,Florida,0,0,0,0
2020-03-30,United States,Florida,18,0,65,1
2020-03-30,United States,Florida,1,0,1,0
2020-03-30,United States,Florida,0,0,15,0
2020-03-30,United States,Florida,0,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,1,1
2020-03-30,United States,Georgia,1,0,3,0
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,0,0,7,1
2020-03-30,United States,Georgia,2,0,121,1
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,2,0,15,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,7,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,4,0
2020-03-30,United States,Georgia,0,0,5,0
2020-03-30,United States,Georgia,2,0,5,0
2020-03-30,United States,Georgia,1,0,3,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,17,0,81,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,1,0,16,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,5,0,61,1
2020-03-30,United States,Georgia,6,3,41,5
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,61,1
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,23,0,245,9
2020-03-30,United States,Georgia,2,0,10,0
2020-03-30,United States,Georgia,0,0,6,0
2020-03-30,United States,Georgia,0,0,12,0
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,6,0,28,2
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,6,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,3,0,5,0
2020-03-30,United States,Georgia,1,0,5,0
2020-03-30,United States,Georgia,9,0,281,3
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,28,0,267,17
2020-03-30,United States,Georgia,2,0,39,1
2020-03-30,United States,Georgia,0,0,16,1
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,4,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,6,0,32,3
2020-03-30,United States,Georgia,1,0,28,2
2020-03-30,United States,Georgia,8,0,33,1
2020-03-30,United States,Georgia,1,0,3,0
2020-03-30,United States,Georgia,56,1,463,14
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,10,0
2020-03-30,United States,Georgia,1,0,15,1
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,3,0
2020-03-30,United States,Georgia,15,0,158,1
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,34,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,1,0,3,0
2020-03-30,United States,Georgia,2,0,4,0
2020-03-30,United States,Georgia,1,0,2,0
2020-03-30,United States,Georgia,0,0,1,1
2020-03-30,United States,Georgia,3,1,58,2
2020-03-30,United States,Georgia,1,0,16,1
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,2,0,4,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,3,0,12,0
2020-03-30,United States,Georgia,1,0,44,6
2020-03-30,United States,Georgia,1,0,4,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,20,1
2020-03-30,United States,Georgia,0,0,4,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,1,0,6,0
2020-03-30,United States,Georgia,0,0,4,0
2020-03-30,United States,Georgia,0,0,15,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,4,0,12,0
2020-03-30,United States,Georgia,1,0,18,0
2020-03-30,United States,Georgia,0,0,11,0
